customer_id,recency,frequency,monetary,R,F,M,RFM_SCORE,cluster,segment
8043,29,2,6018,5,1,3,513,0,Recent Customer
8083,2,1,410,5,1,1,511,0,Recent Customer
8314,137,1,118,1,1,1,111,1,At Risk Customer
8411,7,2,7146,5,1,3,513,0,Recent Customer
8516,95,1,1097,2,1,1,211,1,Regular Customer
8670,30,1,2918,5,1,2,512,0,Recent Customer
8731,93,2,17851,2,1,5,215,1,Regular Customer
8876,135,1,12744,1,1,4,114,1,At Risk Customer
8914,129,1,8424,1,1,4,114,1,At Risk Customer
9079,30,2,6585,5,1,3,513,0,Recent Customer
9099,88,1,13101,2,1,4,214,4,Regular Customer
9145,8,3,19980,5,2,5,525,0,Loyal Customer
9155,23,1,14688,5,1,5,515,0,Recent Customer
9235,69,1,2812,3,1,2,312,4,Regular Customer
9498,6,1,2015,5,1,1,511,0,Recent Customer
9519,52,1,1326,4,1,1,411,4,Regular Customer
10023,55,2,10260,4,1,4,414,4,Regular Customer
10248,67,1,16328,3,1,5,315,4,Regular Customer
10443,123,1,17544,1,1,5,115,1,At Risk Customer
10539,119,1,2277,1,1,1,111,1,At Risk Customer
10560,136,1,9988,1,1,4,114,1,At Risk Customer
10685,42,1,1764,4,1,1,411,0,Regular Customer
11172,2,1,13119,5,1,4,514,0,Recent Customer
11209,37,4,47610,4,2,5,425,0,VIP Customer
11248,115,3,5197,1,2,3,123,1,Loyal Customer
11287,73,1,3488,3,1,2,312,4,Regular Customer
11333,76,2,6379,3,1,3,313,4,Regular Customer
11438,3,1,5277,5,1,3,513,0,Recent Customer
11462,71,1,2452,3,1,2,312,4,Regular Customer
11508,91,1,2798,2,1,2,212,4,Regular Customer
12046,118,1,2986,1,1,2,112,1,At Risk Customer
12067,28,1,18200,5,1,5,515,0,Recent Customer
12134,2,1,18996,5,1,5,515,0,High Value Customer
12148,108,3,10352,2,2,4,224,1,Loyal Customer
12295,91,1,11658,2,1,4,214,4,Regular Customer
12356,50,1,8108,4,1,3,413,4,Regular Customer
12506,60,2,33369,3,1,5,315,4,High Value Customer
12579,134,2,17960,1,1,5,115,1,At Risk Customer
13151,87,3,7425,2,2,3,223,4,Loyal Customer
13240,25,1,231,5,1,1,511,0,Recent Customer
13455,82,3,5944,3,2,3,323,4,Loyal Customer
13764,111,1,3534,2,1,2,212,1,At Risk Customer
13833,26,3,17964,5,2,5,525,0,Loyal Customer
14618,59,1,14589,3,1,5,315,4,Regular Customer
14796,28,1,2662,5,1,2,512,0,Recent Customer
14885,71,1,5193,3,1,3,313,4,Regular Customer
14903,31,1,14684,4,1,5,415,0,Recent Customer
15218,65,1,13263,3,1,4,314,4,Regular Customer
15299,124,1,15180,1,1,5,115,1,At Risk Customer
15318,53,1,708,4,1,1,411,4,Regular Customer
15653,113,2,2145,1,1,1,111,1,At Risk Customer
15852,44,1,14541,4,1,5,415,0,Regular Customer
16158,102,1,2139,2,1,1,211,1,Regular Customer
16357,121,1,780,1,1,1,111,1,At Risk Customer
16655,66,2,6923,3,1,3,313,4,Regular Customer
16766,55,1,11754,4,1,4,414,4,Regular Customer
16945,90,1,9448,2,1,4,214,4,Regular Customer
16975,84,1,14572,3,1,5,315,4,Regular Customer
17028,44,1,2532,4,1,2,412,0,Regular Customer
17067,66,1,1358,3,1,1,311,4,Regular Customer
17476,52,7,37121,4,2,5,425,4,VIP Customer
17569,127,1,411,1,1,1,111,1,At Risk Customer
17591,81,2,9664,3,1,4,314,4,Regular Customer
17629,19,2,15930,5,1,5,515,0,Recent Customer
17676,28,42,312060,5,2,5,525,0,VIP Customer
17746,115,1,8164,1,1,3,113,1,At Risk Customer
17800,116,1,6862,1,1,3,113,1,At Risk Customer
17857,42,1,10928,4,1,4,414,0,Regular Customer
17970,7,1,135,5,1,1,511,0,Recent Customer
18024,16,1,4848,5,1,3,513,0,Recent Customer
18029,135,1,797,1,1,1,111,1,At Risk Customer
18032,127,1,1379,1,1,1,111,1,At Risk Customer
18060,128,1,518,1,1,1,111,1,At Risk Customer
18195,133,1,4398,1,1,2,112,1,At Risk Customer
18197,75,1,2487,3,1,2,312,4,Regular Customer
18424,37,2,13958,4,1,5,415,0,Recent Customer
18573,46,3,17402,4,2,5,425,0,Loyal Customer
18688,74,1,7827,3,1,3,313,4,Regular Customer
19052,10,1,6153,5,1,3,513,0,Recent Customer
19206,42,1,2079,4,1,1,411,0,Regular Customer
19268,32,1,4134,4,1,2,412,0,Recent Customer
19500,62,1,5181,3,1,3,313,4,Regular Customer
19506,22,1,14265,5,1,5,515,0,Recent Customer
19512,31,1,3557,4,1,2,412,0,Recent Customer
19832,72,1,12540,3,1,4,314,4,Regular Customer
19967,95,1,6554,2,1,3,213,1,Regular Customer
20099,125,1,13887,1,1,5,115,1,At Risk Customer
20167,69,1,551,3,1,1,311,4,Regular Customer
20389,79,1,4502,3,1,2,312,4,Regular Customer
20815,25,1,8284,5,1,3,513,0,Recent Customer
20984,18,1,6942,5,1,3,513,0,Recent Customer
21048,104,1,8040,2,1,3,213,1,Regular Customer
21070,73,1,12876,3,1,4,314,4,Regular Customer
21079,85,1,11812,2,1,4,214,4,Regular Customer
21302,108,1,7044,2,1,3,213,1,At Risk Customer
21574,25,1,2516,5,1,2,512,0,Recent Customer
21610,119,3,12910,1,2,4,124,1,Loyal Customer
21712,83,6,30888,3,2,5,325,4,VIP Customer
21976,95,1,11157,2,1,4,214,1,Regular Customer
22079,9,1,9208,5,1,4,514,0,Recent Customer
22090,109,1,1536,2,1,1,211,1,At Risk Customer
22276,96,1,6904,2,1,3,213,1,Regular Customer
22596,108,1,370,2,1,1,211,1,At Risk Customer
22666,66,1,4712,3,1,3,313,4,Regular Customer
22778,33,1,3910,4,1,2,412,0,Recent Customer
22944,105,1,2052,2,1,1,211,1,At Risk Customer
22990,110,11,59681,2,2,5,225,1,VIP Customer
22998,50,1,3268,4,1,2,412,4,Regular Customer
23076,77,2,5407,3,1,3,313,4,Regular Customer
23497,125,1,3530,1,1,2,112,1,At Risk Customer
23645,35,1,3467,4,1,2,412,0,Recent Customer
23730,96,1,14260,2,1,5,215,1,Regular Customer
23964,134,1,9164,1,1,4,114,1,At Risk Customer
24067,66,2,8436,3,1,4,314,4,Regular Customer
24142,87,1,2580,2,1,2,212,4,Regular Customer
24166,87,1,4722,2,1,3,213,4,Regular Customer
24409,46,2,10896,4,1,4,414,0,Regular Customer
24644,41,1,5748,4,1,3,413,0,Regular Customer
24662,112,1,8834,1,1,4,114,1,At Risk Customer
24688,18,1,870,5,1,1,511,0,Recent Customer
24722,85,3,28350,2,2,5,225,4,Loyal Customer
24840,25,1,1244,5,1,1,511,0,Recent Customer
25040,135,1,8372,1,1,4,114,1,At Risk Customer
25081,39,1,712,4,1,1,411,0,Regular Customer
25094,24,1,2320,5,1,2,512,0,Recent Customer
25156,100,2,10413,2,1,4,214,1,Regular Customer
25481,103,1,2660,2,1,2,212,1,Regular Customer
25809,5,1,5404,5,1,3,513,0,Recent Customer
25896,10,2,5046,5,1,3,513,0,Recent Customer
25922,128,2,13300,1,1,4,114,1,At Risk Customer
26032,38,1,10412,4,1,4,414,0,Regular Customer
26189,87,1,3265,2,1,2,212,4,Regular Customer
26533,115,3,18318,1,2,5,125,1,Loyal Customer
26626,24,1,4108,5,1,2,512,0,Recent Customer
26761,76,1,3730,3,1,2,312,4,Regular Customer
26872,97,1,5168,2,1,3,213,1,Regular Customer
26923,94,1,14728,2,1,5,215,1,Regular Customer
27197,67,1,18560,3,1,5,315,4,High Value Customer
27326,63,1,7128,3,1,3,313,4,Regular Customer
27360,67,1,9924,3,1,4,314,4,Regular Customer
27695,56,3,28674,4,2,5,425,4,Loyal Customer
27851,29,4,52696,5,2,5,525,0,VIP Customer
28085,51,1,13491,4,1,4,414,4,Regular Customer
28161,114,1,1946,1,1,1,111,1,At Risk Customer
28308,78,1,767,3,1,1,311,4,Regular Customer
28387,15,1,5232,5,1,3,513,0,Recent Customer
28524,93,1,1137,2,1,1,211,1,Regular Customer
28791,2,1,9688,5,1,4,514,0,Recent Customer
28797,52,1,3544,4,1,2,412,4,Regular Customer
28896,71,1,1405,3,1,1,311,4,Regular Customer
29529,21,1,13400,5,1,4,514,0,Recent Customer
29531,113,1,2204,1,1,1,111,1,At Risk Customer
29659,119,1,16504,1,1,5,115,1,At Risk Customer
29744,4,2,9266,5,1,4,514,0,Recent Customer
29757,30,1,717,5,1,1,511,0,Recent Customer
29802,3,3,6506,5,2,3,523,0,Loyal Customer
29835,50,1,18112,4,1,5,415,4,Regular Customer
30374,51,2,5075,4,1,3,413,4,Regular Customer
30438,60,1,18140,3,1,5,315,4,Regular Customer
30633,73,1,7890,3,1,3,313,4,Regular Customer
30687,3,1,16884,5,1,5,515,0,Recent Customer
30812,84,1,499,3,1,1,311,4,Regular Customer
30824,122,1,3949,1,1,2,112,1,At Risk Customer
31149,85,1,7107,2,1,3,213,4,Regular Customer
31236,110,1,5266,2,1,3,213,1,At Risk Customer
31314,90,1,19692,2,1,5,215,4,High Value Customer
31359,29,1,1545,5,1,1,511,0,Recent Customer
31557,78,1,4422,3,1,2,312,4,Regular Customer
31613,110,1,2455,2,1,2,212,1,At Risk Customer
31645,45,3,23402,4,2,5,425,0,Loyal Customer
31677,22,1,7779,5,1,3,513,0,Recent Customer
31741,57,2,21865,4,1,5,415,4,High Value Customer
31798,32,2,7691,4,1,3,413,0,Recent Customer
31843,125,1,11568,1,1,4,114,1,At Risk Customer
31874,29,1,1656,5,1,1,511,0,Recent Customer
31929,68,1,12612,3,1,4,314,4,Regular Customer
31936,1,1,14742,5,1,5,515,0,Recent Customer
32119,119,1,14076,1,1,5,115,1,At Risk Customer
32160,105,2,6604,2,1,3,213,1,At Risk Customer
32358,29,1,879,5,1,1,511,0,Recent Customer
32378,115,2,4136,1,1,2,112,1,At Risk Customer
32432,77,1,6110,3,1,3,313,4,Regular Customer
32596,49,1,4657,4,1,3,413,4,Regular Customer
32787,99,2,14862,2,1,5,215,1,Regular Customer
32895,22,2,5404,5,1,3,513,0,Recent Customer
32904,93,1,2576,2,1,2,212,1,Regular Customer
33196,106,3,15004,2,2,5,225,1,Loyal Customer
33308,94,1,4468,2,1,2,212,1,Regular Customer
33350,34,1,16204,4,1,5,415,0,Recent Customer
33571,106,1,5372,2,1,3,213,1,At Risk Customer
33608,20,1,132,5,1,1,511,0,Recent Customer
33717,58,1,1276,4,1,1,411,4,Regular Customer
33889,65,1,3218,3,1,2,312,4,Regular Customer
33895,52,1,6828,4,1,3,413,4,Regular Customer
33946,70,2,15188,3,1,5,315,4,Regular Customer
34059,29,1,2800,5,1,2,512,0,Recent Customer
34157,17,1,2956,5,1,2,512,0,Recent Customer
34200,24,1,1765,5,1,1,511,0,Recent Customer
34381,73,1,10983,3,1,4,314,4,Regular Customer
34519,36,2,10294,4,1,4,414,0,Recent Customer
34570,49,1,9063,4,1,4,414,4,Regular Customer
34598,103,2,5452,2,1,3,213,1,Regular Customer
34630,69,1,846,3,1,1,311,4,Regular Customer
34648,109,1,9915,2,1,4,214,1,At Risk Customer
34665,88,2,519,2,1,1,211,4,Regular Customer
34667,81,1,753,3,1,1,311,4,Regular Customer
34705,44,1,15592,4,1,5,415,0,Regular Customer
34825,55,1,3957,4,1,2,412,4,Regular Customer
34850,17,1,12452,5,1,4,514,0,Recent Customer
34923,50,1,10148,4,1,4,414,4,Regular Customer
34951,137,4,16380,1,2,5,125,1,VIP Customer
34955,56,1,504,4,1,1,411,4,Regular Customer
35112,102,1,1349,2,1,1,211,1,Regular Customer
35157,31,1,8018,4,1,3,413,0,Recent Customer
35186,31,1,2259,4,1,1,411,0,Recent Customer
35339,113,1,118,1,1,1,111,1,At Risk Customer
35623,45,4,10123,4,2,4,424,0,Loyal Customer
36007,127,1,9696,1,1,4,114,1,At Risk Customer
36250,86,1,8492,2,1,4,214,4,Regular Customer
36310,88,1,520,2,1,1,211,4,Regular Customer
36450,136,1,4817,1,1,3,113,1,At Risk Customer
36502,85,3,26847,2,2,5,225,4,Loyal Customer
36640,26,1,5160,5,1,3,513,0,Recent Customer
36682,56,1,7563,4,1,3,413,4,Regular Customer
36707,61,1,7864,3,1,3,313,4,Regular Customer
36866,7,2,17635,5,1,5,515,0,Recent Customer
36989,119,1,2200,1,1,1,111,1,At Risk Customer
37093,50,1,5238,4,1,3,413,4,Regular Customer
37183,58,1,5894,4,1,3,413,4,Regular Customer
37191,4,1,13866,5,1,5,515,0,Recent Customer
37288,81,1,2656,3,1,2,312,4,Regular Customer
37382,108,1,2306,2,1,2,212,1,At Risk Customer
37574,33,1,3213,4,1,2,412,0,Recent Customer
37845,25,1,15472,5,1,5,515,0,Recent Customer
37972,44,1,4358,4,1,2,412,0,Regular Customer
38015,105,2,5947,2,1,3,213,1,At Risk Customer
38102,112,1,723,1,1,1,111,1,At Risk Customer
38103,31,7,37358,4,2,5,425,0,VIP Customer
38245,114,1,7262,1,1,3,113,1,At Risk Customer
38711,59,2,14702,3,1,5,315,4,Regular Customer
38878,88,1,17088,2,1,5,215,4,Regular Customer
39203,2,1,14643,5,1,5,515,0,Recent Customer
39272,82,1,617,3,1,1,311,4,Regular Customer
39467,46,1,4944,4,1,3,413,0,Regular Customer
39480,84,4,27061,3,2,5,325,4,VIP Customer
39706,128,1,3904,1,1,2,112,1,At Risk Customer
39985,18,1,2239,5,1,1,511,0,Recent Customer
40024,38,1,6414,4,1,3,413,0,Regular Customer
40050,116,1,47,1,1,1,111,1,At Risk Customer
40175,107,1,3554,2,1,2,212,1,At Risk Customer
40251,92,1,4522,2,1,2,212,4,Regular Customer
40353,56,1,3861,4,1,2,412,4,Regular Customer
40618,124,1,2028,1,1,1,111,1,At Risk Customer
40802,135,1,3620,1,1,2,112,1,At Risk Customer
40879,106,1,144,2,1,1,211,1,At Risk Customer
41016,122,1,5288,1,1,3,113,1,At Risk Customer
41098,85,1,19892,2,1,5,215,4,High Value Customer
41278,123,1,16156,1,1,5,115,1,At Risk Customer
41386,136,1,120,1,1,1,111,1,At Risk Customer
41416,7,1,4424,5,1,2,512,0,Recent Customer
41529,133,1,17824,1,1,5,115,1,At Risk Customer
41903,87,1,9170,2,1,4,214,4,Regular Customer
42011,31,1,14874,4,1,5,415,0,Recent Customer
42040,106,1,2394,2,1,2,212,1,At Risk Customer
42059,124,1,9100,1,1,4,114,1,At Risk Customer
42168,3,1,858,5,1,1,511,0,Recent Customer
42192,136,1,13496,1,1,4,114,1,At Risk Customer
42261,44,1,2800,4,1,2,412,0,Regular Customer
42326,85,1,14168,2,1,5,215,4,Regular Customer
42435,101,1,2298,2,1,2,212,1,Regular Customer
42552,11,13,81276,5,2,5,525,0,VIP Customer
42669,49,1,10971,4,1,4,414,4,Regular Customer
42857,53,1,5968,4,1,3,413,4,Regular Customer
42942,103,1,10197,2,1,4,214,1,Regular Customer
43176,4,2,15155,5,1,5,515,0,Recent Customer
43354,93,1,6468,2,1,3,213,1,Regular Customer
43393,123,1,7296,1,1,3,113,1,At Risk Customer
43605,88,1,8752,2,1,4,214,4,Regular Customer
43643,43,1,4241,4,1,2,412,0,Regular Customer
43687,28,1,9120,5,1,4,514,0,Recent Customer
43770,128,1,5744,1,1,3,113,1,At Risk Customer
43775,94,1,11145,2,1,4,214,1,Regular Customer
43804,87,1,1913,2,1,1,211,4,Regular Customer
44326,52,1,19380,4,1,5,415,4,High Value Customer
44566,51,1,1640,4,1,1,411,4,Regular Customer
44880,37,2,4774,4,1,3,413,0,Recent Customer
44885,113,1,8838,1,1,4,114,1,At Risk Customer
45018,99,2,30605,2,1,5,215,1,High Value Customer
45113,52,1,19388,4,1,5,415,4,High Value Customer
45183,58,1,5244,4,1,3,413,4,Regular Customer
45270,11,1,1012,5,1,1,511,0,Recent Customer
45512,103,1,8850,2,1,4,214,1,Regular Customer
45825,78,2,21531,3,1,5,315,4,High Value Customer
45870,81,2,7337,3,1,3,313,4,Regular Customer
45969,17,1,633,5,1,1,511,0,Recent Customer
46167,124,2,853,1,1,1,111,1,At Risk Customer
46535,94,4,42832,2,2,5,225,1,VIP Customer
46568,61,1,9652,3,1,4,314,4,Regular Customer
46748,13,1,3130,5,1,2,512,0,Recent Customer
46805,115,1,5919,1,1,3,113,1,At Risk Customer
46841,37,1,1904,4,1,1,411,0,Recent Customer
47004,86,1,2850,2,1,2,212,4,Regular Customer
47029,137,2,2460,1,1,2,112,1,At Risk Customer
47153,9,1,10116,5,1,4,514,0,Recent Customer
47197,52,1,19116,4,1,5,415,4,High Value Customer
47433,3,1,6918,5,1,3,513,0,Recent Customer
47467,123,1,2660,1,1,2,112,1,At Risk Customer
47582,50,1,1996,4,1,1,411,4,Regular Customer
47803,8,2,6603,5,1,3,513,0,Recent Customer
48168,37,1,17496,4,1,5,415,0,Recent Customer
48245,46,1,3142,4,1,2,412,0,Regular Customer
48703,82,1,2203,3,1,1,311,4,Regular Customer
48728,70,3,4214,3,2,2,322,4,Loyal Customer
48768,125,1,12831,1,1,4,114,1,At Risk Customer
48820,57,34,170502,4,2,5,425,4,VIP Customer
48896,129,1,1964,1,1,1,111,1,At Risk Customer
49120,110,1,3460,2,1,2,212,1,At Risk Customer
49158,85,1,14992,2,1,5,215,4,Regular Customer
49266,4,1,3834,5,1,2,512,0,Recent Customer
49275,124,1,13263,1,1,4,114,1,At Risk Customer
49347,73,1,19356,3,1,5,315,4,High Value Customer
49384,87,1,3444,2,1,2,212,4,Regular Customer
50340,38,1,6532,4,1,3,413,0,Regular Customer
50467,94,1,4559,2,1,2,212,1,Regular Customer
50555,84,1,6045,3,1,3,313,4,Regular Customer
50687,8,1,4870,5,1,3,513,0,Recent Customer
50847,110,1,7578,2,1,3,213,1,At Risk Customer
50921,107,2,27264,2,1,5,215,1,High Value Customer
51304,35,1,15908,4,1,5,415,0,Recent Customer
51591,32,1,9940,4,1,4,414,0,Recent Customer
51595,129,2,3010,1,1,2,112,1,At Risk Customer
51613,76,1,3573,3,1,2,312,4,Regular Customer
51670,58,1,17128,4,1,5,415,4,Regular Customer
51676,135,1,2913,1,1,2,112,1,At Risk Customer
51831,133,2,3673,1,1,2,112,1,At Risk Customer
51951,69,1,15416,3,1,5,315,4,Regular Customer
52108,106,1,8460,2,1,4,214,1,At Risk Customer
52183,50,1,102,4,1,1,411,4,Regular Customer
52305,32,1,1282,4,1,1,411,0,Recent Customer
52363,23,1,9507,5,1,4,514,0,Recent Customer
52406,27,1,19396,5,1,5,515,0,High Value Customer
52452,94,1,4838,2,1,3,213,1,Regular Customer
52484,73,1,7182,3,1,3,313,4,Regular Customer
52493,19,1,2302,5,1,2,512,0,Recent Customer
52674,91,1,3630,2,1,2,212,4,Regular Customer
52701,24,1,2372,5,1,2,512,0,Recent Customer
52860,92,1,1729,2,1,1,211,4,Regular Customer
52940,85,1,8214,2,1,3,213,4,Regular Customer
52967,20,1,5834,5,1,3,513,0,Recent Customer
53051,66,3,36064,3,2,5,325,4,Loyal Customer
53164,10,2,5457,5,1,3,513,0,Recent Customer
53181,106,1,220,2,1,1,211,1,At Risk Customer
53691,53,1,600,4,1,1,411,4,Regular Customer
53842,120,64,349358,1,2,5,125,3,VIP Customer
53925,79,1,3335,3,1,2,312,4,Regular Customer
53982,91,2,12816,2,1,4,214,4,Regular Customer
54002,111,1,11175,2,1,4,214,1,At Risk Customer
54007,126,1,8344,1,1,4,114,1,At Risk Customer
54011,116,1,1737,1,1,1,111,1,At Risk Customer
54017,72,1,1726,3,1,1,311,4,Regular Customer
54032,120,1,2751,1,1,2,112,1,At Risk Customer
54121,70,1,5444,3,1,3,313,4,Regular Customer
54210,12,1,3053,5,1,2,512,0,Recent Customer
54493,75,2,25482,3,1,5,315,4,High Value Customer
54524,64,3,15535,3,2,5,325,4,Loyal Customer
54535,137,4,16411,1,2,5,125,1,VIP Customer
54639,55,1,4258,4,1,2,412,4,Regular Customer
54672,136,1,2920,1,1,2,112,1,At Risk Customer
54845,26,1,34,5,1,1,511,0,Recent Customer
54958,66,1,4902,3,1,3,313,4,Regular Customer
54960,54,1,6228,4,1,3,413,4,Regular Customer
55018,101,1,4332,2,1,2,212,1,Regular Customer
55023,99,1,3301,2,1,2,212,1,Regular Customer
55135,109,1,13828,2,1,5,215,1,At Risk Customer
55270,113,1,10812,1,1,4,114,1,At Risk Customer
55389,122,7,44958,1,2,5,125,1,VIP Customer
55599,37,1,2398,4,1,2,412,0,Recent Customer
55609,89,1,11724,2,1,4,214,4,Regular Customer
55697,91,1,8112,2,1,3,213,4,Regular Customer
55838,124,4,12634,1,2,4,124,1,Loyal Customer
55843,122,1,2204,1,1,1,111,1,At Risk Customer
55897,6,1,3486,5,1,2,512,0,Recent Customer
56096,17,1,5349,5,1,3,513,0,Recent Customer
56203,52,1,6028,4,1,3,413,4,Regular Customer
56312,91,1,5404,2,1,3,213,4,Regular Customer
56332,112,1,7476,1,1,3,113,1,At Risk Customer
56541,75,1,15348,3,1,5,315,4,Regular Customer
56645,39,1,2094,4,1,1,411,0,Regular Customer
56745,93,1,1354,2,1,1,211,1,Regular Customer
56775,134,2,13165,1,1,4,114,1,At Risk Customer
56971,6,1,915,5,1,1,511,0,Recent Customer
57006,104,1,1980,2,1,1,211,1,Regular Customer
57088,57,1,1588,4,1,1,411,4,Regular Customer
57111,85,1,3431,2,1,2,212,4,Regular Customer
57246,135,1,4710,1,1,3,113,1,At Risk Customer
57499,60,1,4096,3,1,2,312,4,Regular Customer
57559,37,1,954,4,1,1,411,0,Recent Customer
57739,82,1,4996,3,1,3,313,4,Regular Customer
57905,107,44,283029,2,2,5,225,1,VIP Customer
57925,51,1,1710,4,1,1,411,4,Regular Customer
57929,36,1,5067,4,1,3,413,0,Recent Customer
58013,27,1,6350,5,1,3,513,0,Recent Customer
58024,99,2,7549,2,1,3,213,1,Regular Customer
58074,91,1,6610,2,1,3,213,4,Regular Customer
58597,28,2,9966,5,1,4,514,0,Recent Customer
58730,100,1,17300,2,1,5,215,1,Regular Customer
58740,68,1,13086,3,1,4,314,4,Regular Customer
58970,50,1,2956,4,1,2,412,4,Regular Customer
59209,44,1,9490,4,1,4,414,0,Regular Customer
59291,20,2,6562,5,1,3,513,0,Recent Customer
59399,124,1,8223,1,1,3,113,1,At Risk Customer
59604,37,1,4994,4,1,3,413,0,Recent Customer
59776,55,1,14144,4,1,5,415,4,Regular Customer
59784,53,1,1824,4,1,1,411,4,Regular Customer
59803,114,1,648,1,1,1,111,1,At Risk Customer
59832,128,1,567,1,1,1,111,1,At Risk Customer
60025,33,1,4464,4,1,2,412,0,Recent Customer
60099,126,1,3785,1,1,2,112,1,At Risk Customer
60497,72,1,3337,3,1,2,312,4,Regular Customer
60568,94,1,655,2,1,1,211,1,Regular Customer
60711,10,3,16627,5,2,5,525,0,Loyal Customer
60790,52,1,13836,4,1,5,415,4,Regular Customer
61323,123,1,4680,1,1,3,113,1,At Risk Customer
61334,91,1,2090,2,1,1,211,4,Regular Customer
61635,73,1,3248,3,1,2,312,4,Regular Customer
61720,58,1,13617,4,1,4,414,4,Regular Customer
61806,108,1,13448,2,1,4,214,1,At Risk Customer
62004,0,1,15664,5,1,5,515,0,Recent Customer
62058,104,1,13848,2,1,5,215,1,Regular Customer
62139,119,2,7645,1,1,3,113,1,At Risk Customer
62155,132,1,11376,1,1,4,114,1,At Risk Customer
62330,127,1,9568,1,1,4,114,1,At Risk Customer
62368,11,1,1044,5,1,1,511,0,Recent Customer
62377,28,1,2505,5,1,2,512,0,Recent Customer
62434,2,1,2755,5,1,2,512,0,Recent Customer
62489,100,1,5056,2,1,3,213,1,Regular Customer
62602,46,1,13362,4,1,4,414,0,Regular Customer
62656,60,1,8852,3,1,4,314,4,Regular Customer
62679,91,1,4013,2,1,2,212,4,Regular Customer
62694,79,1,617,3,1,1,311,4,Regular Customer
62701,123,1,4508,1,1,2,112,1,At Risk Customer
