customer_id,recency,frequency,monetary,R,F,M,RFM_SCORE
6431,53,1,556,4,1,1,411
6468,42,4,44646,4,2,5,425
6618,27,1,4320,5,1,2,512
6699,133,4,11442,1,2,4,124
6750,4,1,1278,5,1,1,511
6855,52,1,6718,4,1,3,413
6911,30,1,2810,5,1,2,512
6952,9,3,14330,5,2,5,525
6955,71,1,13344,3,1,4,314
6958,70,4,42658,3,2,5,325
7016,93,2,11194,2,1,4,214
7244,78,1,4107,3,1,2,312
7330,121,1,2790,1,1,2,112
7633,1,1,927,5,1,1,511
7773,14,1,14310,5,1,5,515
7969,114,1,3106,1,1,2,112
8043,29,2,6018,5,1,3,513
8083,2,1,410,5,1,1,511
8314,137,1,118,1,1,1,111
8411,7,2,7146,5,1,3,513
8516,95,1,1097,2,1,1,211
8670,30,1,2918,5,1,2,512
8731,93,2,17851,2,1,5,215
8876,135,1,12744,1,1,4,114
8914,129,1,8424,1,1,4,114
9079,30,2,6585,5,1,3,513
9099,88,1,13101,2,1,4,214
9145,8,3,19980,5,2,5,525
9155,23,1,14688,5,1,5,515
9235,69,1,2812,3,1,2,312
9498,6,1,2015,5,1,1,511
9519,52,1,1326,4,1,1,411
10023,55,2,10260,4,1,4,414
10248,67,1,16328,3,1,5,315
10443,123,1,17544,1,1,5,115
10539,119,1,2277,1,1,1,111
10560,136,1,9988,1,1,4,114
10685,42,1,1764,4,1,1,411
11172,2,1,13119,5,1,4,514
11209,37,4,47610,4,2,5,425
11248,115,3,5197,1,2,3,123
11287,73,1,3488,3,1,2,312
11333,76,2,6379,3,1,3,313
11438,3,1,5277,5,1,3,513
11462,71,1,2452,3,1,2,312
11508,91,1,2798,2,1,2,212
12046,118,1,2986,1,1,2,112
12067,28,1,18200,5,1,5,515
12134,2,1,18996,5,1,5,515
12148,108,3,10352,2,2,4,224
12295,91,1,11658,2,1,4,214
12356,50,1,8108,4,1,3,413
12506,60,2,33369,3,1,5,315
12579,134,2,17960,1,1,5,115
13151,87,3,7425,2,2,3,223
13240,25,1,231,5,1,1,511
13455,82,3,5944,3,2,3,323
13764,111,1,3534,2,1,2,212
13833,26,3,17964,5,2,5,525
14618,59,1,14589,3,1,5,315
14796,28,1,2662,5,1,2,512
14885,71,1,5193,3,1,3,313
14903,31,1,14684,4,1,5,415
15218,65,1,13263,3,1,4,314
15299,124,1,15180,1,1,5,115
15318,53,1,708,4,1,1,411
15653,113,2,2145,1,1,1,111
15852,44,1,14541,4,1,5,415
16158,102,1,2139,2,1,1,211
16357,121,1,780,1,1,1,111
16655,66,2,6923,3,1,3,313
16766,55,1,11754,4,1,4,414
16945,90,1,9448,2,1,4,214
16975,84,1,14572,3,1,5,315
17028,44,1,2532,4,1,2,412
17067,66,1,1358,3,1,1,311
17476,52,7,37121,4,2,5,425
17569,127,1,411,1,1,1,111
17591,81,2,9664,3,1,4,314
17629,19,2,15930,5,1,5,515
17676,28,42,312060,5,2,5,525
17746,115,1,8164,1,1,3,113
17800,116,1,6862,1,1,3,113
17857,42,1,10928,4,1,4,414
17970,7,1,135,5,1,1,511
18024,16,1,4848,5,1,3,513
18029,135,1,797,1,1,1,111
18032,127,1,1379,1,1,1,111
18060,128,1,518,1,1,1,111
18195,133,1,4398,1,1,2,112
18197,75,1,2487,3,1,2,312
18424,37,2,13958,4,1,5,415
18573,46,3,17402,4,2,5,425
18688,74,1,7827,3,1,3,313
19052,10,1,6153,5,1,3,513
19206,42,1,2079,4,1,1,411
19268,32,1,4134,4,1,2,412
19500,62,1,5181,3,1,3,313
19506,22,1,14265,5,1,5,515
19512,31,1,3557,4,1,2,412
19832,72,1,12540,3,1,4,314
19967,95,1,6554,2,1,3,213
20099,125,1,13887,1,1,5,115
20167,69,1,551,3,1,1,311
20389,79,1,4502,3,1,2,312
20815,25,1,8284,5,1,3,513
20984,18,1,6942,5,1,3,513
21048,104,1,8040,2,1,3,213
21070,73,1,12876,3,1,4,314
21079,85,1,11812,2,1,4,214
21302,108,1,7044,2,1,3,213
21574,25,1,2516,5,1,2,512
21610,119,3,12910,1,2,4,124
21712,83,6,30888,3,2,5,325
21976,95,1,11157,2,1,4,214
22079,9,1,9208,5,1,4,514
22090,109,1,1536,2,1,1,211
22276,96,1,6904,2,1,3,213
22596,108,1,370,2,1,1,211
22666,66,1,4712,3,1,3,313
22778,33,1,3910,4,1,2,412
22944,105,1,2052,2,1,1,211
22990,110,11,59681,2,2,5,225
22998,50,1,3268,4,1,2,412
23076,77,2,5407,3,1,3,313
23497,125,1,3530,1,1,2,112
23645,35,1,3467,4,1,2,412
23730,96,1,14260,2,1,5,215
23964,134,1,9164,1,1,4,114
24067,66,2,8436,3,1,4,314
24142,87,1,2580,2,1,2,212
24166,87,1,4722,2,1,3,213
24409,46,2,10896,4,1,4,414
24644,41,1,5748,4,1,3,413
24662,112,1,8834,1,1,4,114
24688,18,1,870,5,1,1,511
24722,85,3,28350,2,2,5,225
24840,25,1,1244,5,1,1,511
25040,135,1,8372,1,1,4,114
25081,39,1,712,4,1,1,411
25094,24,1,2320,5,1,2,512
25156,100,2,10413,2,1,4,214
25481,103,1,2660,2,1,2,212
25809,5,1,5404,5,1,3,513
25896,10,2,5046,5,1,3,513
25922,128,2,13300,1,1,4,114
26032,38,1,10412,4,1,4,414
26189,87,1,3265,2,1,2,212
26533,115,3,18318,1,2,5,125
26626,24,1,4108,5,1,2,512
26761,76,1,3730,3,1,2,312
26872,97,1,5168,2,1,3,213
26923,94,1,14728,2,1,5,215
27197,67,1,18560,3,1,5,315
27326,63,1,7128,3,1,3,313
27360,67,1,9924,3,1,4,314
27695,56,3,28674,4,2,5,425
27851,29,4,52696,5,2,5,525
28085,51,1,13491,4,1,4,414
28161,114,1,1946,1,1,1,111
28308,78,1,767,3,1,1,311
28387,15,1,5232,5,1,3,513
28524,93,1,1137,2,1,1,211
28791,2,1,9688,5,1,4,514
28797,52,1,3544,4,1,2,412
28896,71,1,1405,3,1,1,311
29529,21,1,13400,5,1,4,514
29531,113,1,2204,1,1,1,111
29659,119,1,16504,1,1,5,115
29744,4,2,9266,5,1,4,514
29757,30,1,717,5,1,1,511
29802,3,3,6506,5,2,3,523
29835,50,1,18112,4,1,5,415
30374,51,2,5075,4,1,3,413
30438,60,1,18140,3,1,5,315
30633,73,1,7890,3,1,3,313
30687,3,1,16884,5,1,5,515
30812,84,1,499,3,1,1,311
30824,122,1,3949,1,1,2,112
31149,85,1,7107,2,1,3,213
31236,110,1,5266,2,1,3,213
31314,90,1,19692,2,1,5,215
31359,29,1,1545,5,1,1,511
31557,78,1,4422,3,1,2,312
31613,110,1,2455,2,1,2,212
31645,45,3,23402,4,2,5,425
31677,22,1,7779,5,1,3,513
31741,57,2,21865,4,1,5,415
31798,32,2,7691,4,1,3,413
31843,125,1,11568,1,1,4,114
31874,29,1,1656,5,1,1,511
31929,68,1,12612,3,1,4,314
31936,1,1,14742,5,1,5,515
32119,119,1,14076,1,1,5,115
32160,105,2,6604,2,1,3,213
32358,29,1,879,5,1,1,511
32378,115,2,4136,1,1,2,112
32432,77,1,6110,3,1,3,313
32596,49,1,4657,4,1,3,413
32787,99,2,14862,2,1,5,215
32895,22,2,5404,5,1,3,513
32904,93,1,2576,2,1,2,212
33196,106,3,15004,2,2,5,225
33308,94,1,4468,2,1,2,212
33350,34,1,16204,4,1,5,415
33571,106,1,5372,2,1,3,213
33608,20,1,132,5,1,1,511
33717,58,1,1276,4,1,1,411
33889,65,1,3218,3,1,2,312
33895,52,1,6828,4,1,3,413
33946,70,2,15188,3,1,5,315
34059,29,1,2800,5,1,2,512
34157,17,1,2956,5,1,2,512
34200,24,1,1765,5,1,1,511
34381,73,1,10983,3,1,4,314
34519,36,2,10294,4,1,4,414
34570,49,1,9063,4,1,4,414
34598,103,2,5452,2,1,3,213
34630,69,1,846,3,1,1,311
34648,109,1,9915,2,1,4,214
34665,88,2,519,2,1,1,211
34667,81,1,753,3,1,1,311
34705,44,1,15592,4,1,5,415
34825,55,1,3957,4,1,2,412
34850,17,1,12452,5,1,4,514
34923,50,1,10148,4,1,4,414
34951,137,4,16380,1,2,5,125
34955,56,1,504,4,1,1,411
35112,102,1,1349,2,1,1,211
35157,31,1,8018,4,1,3,413
35186,31,1,2259,4,1,1,411
35339,113,1,118,1,1,1,111
35623,45,4,10123,4,2,4,424
36007,127,1,9696,1,1,4,114
36250,86,1,8492,2,1,4,214
36310,88,1,520,2,1,1,211
36450,136,1,4817,1,1,3,113
36502,85,3,26847,2,2,5,225
36640,26,1,5160,5,1,3,513
36682,56,1,7563,4,1,3,413
36707,61,1,7864,3,1,3,313
36866,7,2,17635,5,1,5,515
36989,119,1,2200,1,1,1,111
37093,50,1,5238,4,1,3,413
37183,58,1,5894,4,1,3,413
37191,4,1,13866,5,1,5,515
37288,81,1,2656,3,1,2,312
37382,108,1,2306,2,1,2,212
37574,33,1,3213,4,1,2,412
37845,25,1,15472,5,1,5,515
37972,44,1,4358,4,1,2,412
38015,105,2,5947,2,1,3,213
38102,112,1,723,1,1,1,111
38103,31,7,37358,4,2,5,425
38245,114,1,7262,1,1,3,113
38711,59,2,14702,3,1,5,315
38878,88,1,17088,2,1,5,215
39203,2,1,14643,5,1,5,515
39272,82,1,617,3,1,1,311
39467,46,1,4944,4,1,3,413
39480,84,4,27061,3,2,5,325
39706,128,1,3904,1,1,2,112
39985,18,1,2239,5,1,1,511
40024,38,1,6414,4,1,3,413
40050,116,1,47,1,1,1,111
40175,107,1,3554,2,1,2,212
40251,92,1,4522,2,1,2,212
40353,56,1,3861,4,1,2,412
40618,124,1,2028,1,1,1,111
40802,135,1,3620,1,1,2,112
40879,106,1,144,2,1,1,211
41016,122,1,5288,1,1,3,113
41098,85,1,19892,2,1,5,215
41278,123,1,16156,1,1,5,115
41386,136,1,120,1,1,1,111
41416,7,1,4424,5,1,2,512
41529,133,1,17824,1,1,5,115
41903,87,1,9170,2,1,4,214
42011,31,1,14874,4,1,5,415
42040,106,1,2394,2,1,2,212
42059,124,1,9100,1,1,4,114
42168,3,1,858,5,1,1,511
42192,136,1,13496,1,1,4,114
42261,44,1,2800,4,1,2,412
42326,85,1,14168,2,1,5,215
42435,101,1,2298,2,1,2,212
42552,11,13,81276,5,2,5,525
42669,49,1,10971,4,1,4,414
42857,53,1,5968,4,1,3,413
42942,103,1,10197,2,1,4,214
43176,4,2,15155,5,1,5,515
43354,93,1,6468,2,1,3,213
43393,123,1,7296,1,1,3,113
43605,88,1,8752,2,1,4,214
43643,43,1,4241,4,1,2,412
43687,28,1,9120,5,1,4,514
43770,128,1,5744,1,1,3,113
43775,94,1,11145,2,1,4,214
43804,87,1,1913,2,1,1,211
44326,52,1,19380,4,1,5,415
44566,51,1,1640,4,1,1,411
44880,37,2,4774,4,1,3,413
44885,113,1,8838,1,1,4,114
45018,99,2,30605,2,1,5,215
45113,52,1,19388,4,1,5,415
45183,58,1,5244,4,1,3,413
45270,11,1,1012,5,1,1,511
45512,103,1,8850,2,1,4,214
45825,78,2,21531,3,1,5,315
45870,81,2,7337,3,1,3,313
45969,17,1,633,5,1,1,511
46167,124,2,853,1,1,1,111
46535,94,4,42832,2,2,5,225
46568,61,1,9652,3,1,4,314
46748,13,1,3130,5,1,2,512
46805,115,1,5919,1,1,3,113
46841,37,1,1904,4,1,1,411
47004,86,1,2850,2,1,2,212
47029,137,2,2460,1,1,2,112
47153,9,1,10116,5,1,4,514
47197,52,1,19116,4,1,5,415
47433,3,1,6918,5,1,3,513
47467,123,1,2660,1,1,2,112
47582,50,1,1996,4,1,1,411
47803,8,2,6603,5,1,3,513
48168,37,1,17496,4,1,5,415
48245,46,1,3142,4,1,2,412
48703,82,1,2203,3,1,1,311
48728,70,3,4214,3,2,2,322
48768,125,1,12831,1,1,4,114
48820,57,34,170502,4,2,5,425
48896,129,1,1964,1,1,1,111
49120,110,1,3460,2,1,2,212
49158,85,1,14992,2,1,5,215
49266,4,1,3834,5,1,2,512
49275,124,1,13263,1,1,4,114
49347,73,1,19356,3,1,5,315
49384,87,1,3444,2,1,2,212
50340,38,1,6532,4,1,3,413
50467,94,1,4559,2,1,2,212
50555,84,1,6045,3,1,3,313
50687,8,1,4870,5,1,3,513
50847,110,1,7578,2,1,3,213
50921,107,2,27264,2,1,5,215
51304,35,1,15908,4,1,5,415
51591,32,1,9940,4,1,4,414
51595,129,2,3010,1,1,2,112
51613,76,1,3573,3,1,2,312
51670,58,1,17128,4,1,5,415
51676,135,1,2913,1,1,2,112
51831,133,2,3673,1,1,2,112
51951,69,1,15416,3,1,5,315
52108,106,1,8460,2,1,4,214
52183,50,1,102,4,1,1,411
52305,32,1,1282,4,1,1,411
52363,23,1,9507,5,1,4,514
52406,27,1,19396,5,1,5,515
52452,94,1,4838,2,1,3,213
52484,73,1,7182,3,1,3,313
52493,19,1,2302,5,1,2,512
52674,91,1,3630,2,1,2,212
52701,24,1,2372,5,1,2,512
52860,92,1,1729,2,1,1,211
52940,85,1,8214,2,1,3,213
52967,20,1,5834,5,1,3,513
53051,66,3,36064,3,2,5,325
53164,10,2,5457,5,1,3,513
53181,106,1,220,2,1,1,211
53691,53,1,600,4,1,1,411
53842,120,64,349358,1,2,5,125
53925,79,1,3335,3,1,2,312
53982,91,2,12816,2,1,4,214
54002,111,1,11175,2,1,4,214
54007,126,1,8344,1,1,4,114
54011,116,1,1737,1,1,1,111
54017,72,1,1726,3,1,1,311
54032,120,1,2751,1,1,2,112
54121,70,1,5444,3,1,3,313
54210,12,1,3053,5,1,2,512
54493,75,2,25482,3,1,5,315
54524,64,3,15535,3,2,5,325
54535,137,4,16411,1,2,5,125
54639,55,1,4258,4,1,2,412
54672,136,1,2920,1,1,2,112
54845,26,1,34,5,1,1,511
54958,66,1,4902,3,1,3,313
54960,54,1,6228,4,1,3,413
55018,101,1,4332,2,1,2,212
55023,99,1,3301,2,1,2,212
55135,109,1,13828,2,1,5,215
55270,113,1,10812,1,1,4,114
55389,122,7,44958,1,2,5,125
55599,37,1,2398,4,1,2,412
55609,89,1,11724,2,1,4,214
55697,91,1,8112,2,1,3,213
55838,124,4,12634,1,2,4,124
55843,122,1,2204,1,1,1,111
55897,6,1,3486,5,1,2,512
56096,17,1,5349,5,1,3,513
56203,52,1,6028,4,1,3,413
56312,91,1,5404,2,1,3,213
56332,112,1,7476,1,1,3,113
56541,75,1,15348,3,1,5,315
56645,39,1,2094,4,1,1,411
56745,93,1,1354,2,1,1,211
56775,134,2,13165,1,1,4,114
56971,6,1,915,5,1,1,511
57006,104,1,1980,2,1,1,211
57088,57,1,1588,4,1,1,411
57111,85,1,3431,2,1,2,212
57246,135,1,4710,1,1,3,113
57499,60,1,4096,3,1,2,312
57559,37,1,954,4,1,1,411
57739,82,1,4996,3,1,3,313
57905,107,44,283029,2,2,5,225
57925,51,1,1710,4,1,1,411
57929,36,1,5067,4,1,3,413
58013,27,1,6350,5,1,3,513
58024,99,2,7549,2,1,3,213
58074,91,1,6610,2,1,3,213
58597,28,2,9966,5,1,4,514
58730,100,1,17300,2,1,5,215
58740,68,1,13086,3,1,4,314
58970,50,1,2956,4,1,2,412
59209,44,1,9490,4,1,4,414
59291,20,2,6562,5,1,3,513
59399,124,1,8223,1,1,3,113
59604,37,1,4994,4,1,3,413
59776,55,1,14144,4,1,5,415
59784,53,1,1824,4,1,1,411
59803,114,1,648,1,1,1,111
59832,128,1,567,1,1,1,111
60025,33,1,4464,4,1,2,412
60099,126,1,3785,1,1,2,112
60497,72,1,3337,3,1,2,312
60568,94,1,655,2,1,1,211
60711,10,3,16627,5,2,5,525
60790,52,1,13836,4,1,5,415
61323,123,1,4680,1,1,3,113
61334,91,1,2090,2,1,1,211
61635,73,1,3248,3,1,2,312
61720,58,1,13617,4,1,4,414
61806,108,1,13448,2,1,4,214
62004,0,1,15664,5,1,5,515
62058,104,1,13848,2,1,5,215
62139,119,2,7645,1,1,3,113
62155,132,1,11376,1,1,4,114
62330,127,1,9568,1,1,4,114
62368,11,1,1044,5,1,1,511
62377,28,1,2505,5,1,2,512
62434,2,1,2755,5,1,2,512
62489,100,1,5056,2,1,3,213
62602,46,1,13362,4,1,4,414
62656,60,1,8852,3,1,4,314
62679,91,1,4013,2,1,2,212
62694,79,1,617,3,1,1,311
62701,123,1,4508,1,1,2,112
62762,131,1,20,1,1,1,111
62893,59,1,4552,3,1,2,312
62990,79,1,1092,3,1,1,311
63140,43,1,2754,4,1,2,412
63156,79,1,8244,3,1,3,313
63181,128,1,9508,1,1,4,114
63208,102,1,2758,2,1,2,212
63274,72,3,6873,3,2,3,323
63351,63,1,10860,3,1,4,314
63475,87,1,8008,2,1,3,213
63786,15,2,16898,5,1,5,515
64099,128,1,3682,1,1,2,112
64444,81,1,802,3,1,1,311
64575,27,1,7842,5,1,3,513
64763,86,2,5737,2,1,3,213
64931,127,5,23098,1,2,5,125
65124,87,1,17388,2,1,5,215
65149,113,1,5584,1,1,3,113
65210,113,1,5516,1,1,3,113
65249,108,1,7908,2,1,3,213
65471,113,1,19976,1,1,5,115
65737,43,1,2664,4,1,2,412
65740,72,2,23570,3,1,5,315
65927,77,1,10386,3,1,4,314
66052,85,1,3753,2,1,2,212
66139,25,1,2530,5,1,2,512
66238,53,1,2218,4,1,1,411
66313,115,1,14715,1,1,5,115
66317,53,1,4680,4,1,3,413
67015,66,2,11265,3,1,4,314
67264,29,1,5538,5,1,3,513
67301,46,1,9600,4,1,4,414
67370,67,1,2553,3,1,2,312
67712,100,2,2727,2,1,2,212
67744,19,2,5305,5,1,3,513
67803,138,1,6124,1,1,3,113
68085,130,2,7070,1,1,3,113
68087,12,1,17676,5,1,5,515
68318,10,2,9372,5,1,4,514
68418,5,1,4239,5,1,2,512
68449,88,1,3758,2,1,2,212
68557,87,2,8579,2,1,4,214
68601,35,1,3865,4,1,2,412
68646,19,1,2571,5,1,2,512
68748,6,1,14004,5,1,5,515
68759,65,1,7842,3,1,3,313
68804,138,1,4452,1,1,2,112
69044,25,2,1349,5,1,1,511
69072,75,1,4724,3,1,3,313
69301,94,2,7010,2,1,3,213
69442,45,2,33936,4,1,5,415
69543,133,2,16535,1,1,5,115
69645,67,2,16483,3,1,5,315
69804,108,1,8942,2,1,4,214
69880,121,1,2614,1,1,2,112
69982,10,1,4396,5,1,2,512
70570,73,1,13509,3,1,4,314
70678,136,1,12849,1,1,4,114
70888,35,1,14715,4,1,5,415
70999,52,2,14309,4,1,5,415
71167,6,1,10779,5,1,4,514
71192,89,1,9278,2,1,4,214
71272,89,2,14843,2,1,5,215
71586,11,1,2467,5,1,2,512
71689,33,1,10920,4,1,4,414
71746,3,1,7736,5,1,3,513
71753,51,1,2477,4,1,2,412
71927,137,1,14433,1,1,5,115
72155,100,1,9045,2,1,4,214
72194,31,1,2197,4,1,1,411
72232,103,1,4850,2,1,3,213
72254,77,2,28735,3,1,5,315
72302,95,2,4969,2,1,3,213
72373,44,1,4934,4,1,3,413
72569,115,1,2796,1,1,2,112
72783,35,1,13842,4,1,5,415
72828,87,1,7200,2,1,3,213
72944,65,1,2200,3,1,1,311
73029,79,1,4856,3,1,3,313
73292,2,2,16788,5,1,5,515
73306,34,6,69488,4,2,5,425
73341,52,1,3430,4,1,2,412
73356,69,1,2338,3,1,2,312
73483,9,1,3352,5,1,2,512
73501,68,1,12519,3,1,4,314
73567,76,2,18005,3,1,5,315
73635,58,1,1956,4,1,1,411
73645,114,1,8313,1,1,4,114
73679,115,1,10443,1,1,4,114
73819,45,1,2280,4,1,1,411
73856,103,3,30584,2,2,5,225
73867,11,1,1252,5,1,1,511
73963,57,1,3740,4,1,2,412
74080,105,1,2301,2,1,2,212
74260,61,1,4711,3,1,3,313
74280,58,1,4122,4,1,2,412
74404,79,1,1796,3,1,1,311
74483,105,1,3142,2,1,2,212
74699,13,1,3340,5,1,2,512
74832,59,1,7888,3,1,3,313
74920,32,2,19445,4,1,5,415
75424,29,10,76986,5,2,5,525
75595,13,1,6084,5,1,3,513
75630,9,3,13310,5,2,4,524
75653,122,1,4769,1,1,3,113
75826,52,1,8126,4,1,3,413
76124,11,1,4155,5,1,2,512
76301,52,2,2712,4,1,2,412
76347,87,1,8358,2,1,4,214
76475,53,1,2407,4,1,2,412
76565,111,1,12804,2,1,4,214
76757,86,185,1174430,2,2,5,225
76913,64,1,5434,3,1,3,313
77032,3,2,26229,5,1,5,515
77215,3,2,12627,5,1,4,514
77253,119,1,12021,1,1,4,114
77261,3,1,17736,5,1,5,515
77268,18,1,116,5,1,1,511
77524,2,2,16088,5,1,5,515
77659,115,2,19156,1,1,5,115
77669,71,1,4887,3,1,3,313
77868,35,1,13455,4,1,4,414
78006,3,1,175,5,1,1,511
78067,12,1,3411,5,1,2,512
78383,87,1,2974,2,1,2,212
78476,51,1,1580,4,1,1,411
78755,31,1,1234,4,1,1,411
78878,137,1,3568,1,1,2,112
78882,72,1,3160,3,1,2,312
79201,137,1,17852,1,1,5,115
79279,87,1,8292,2,1,3,213
79312,31,1,14072,4,1,5,415
79452,95,2,20083,2,1,5,215
79566,99,2,19388,2,1,5,215
79681,119,1,2556,1,1,2,112
79721,52,3,42754,4,2,5,425
79743,74,3,23952,3,2,5,325
80034,35,1,17432,4,1,5,415
80204,25,5,21432,5,2,5,525
80244,25,1,193,5,1,1,511
80267,4,1,15096,5,1,5,515
80364,29,1,6588,5,1,3,513
80434,120,1,4695,1,1,3,113
80580,64,1,12942,3,1,4,314
80604,129,1,5566,1,1,3,113
80635,39,1,1629,4,1,1,411
80964,22,1,4023,5,1,2,512
81526,51,1,4101,4,1,2,412
81638,59,2,11853,3,1,4,314
81688,109,1,5979,2,1,3,213
81742,30,1,7508,5,1,3,513
81811,121,2,18019,1,1,5,115
82009,26,1,2430,5,1,2,512
82051,6,1,1830,5,1,1,511
82084,29,1,10542,5,1,4,514
82251,66,1,8604,3,1,4,314
82318,73,4,41852,3,2,5,325
82581,65,1,7162,3,1,3,313
82759,32,1,6432,4,1,3,413
82819,127,1,386,1,1,1,111
83052,67,1,6471,3,1,3,313
83319,112,1,5577,1,1,3,113
83368,136,1,681,1,1,1,111
83600,4,4,16751,5,2,5,525
83748,47,1,16412,4,1,5,415
83823,87,1,2776,2,1,2,212
84233,7,2,29124,5,1,5,515
84275,89,1,112,2,1,1,211
84327,109,1,2338,2,1,2,212
84494,8,1,11928,5,1,4,514
84580,50,1,10821,4,1,4,414
84646,11,1,2588,5,1,2,512
84660,95,1,998,2,1,1,211
84928,78,1,8166,3,1,3,313
85201,71,5,28319,3,2,5,325
85383,65,2,8406,3,1,4,314
85555,108,1,3608,2,1,2,212
85658,51,2,18812,4,1,5,415
85734,66,15,110069,3,2,5,325
85916,53,1,2098,4,1,1,411
86005,44,1,1374,4,1,1,411
86049,42,1,4230,4,1,2,412
86082,78,1,3661,3,1,2,312
86123,94,1,3422,2,1,2,212
86403,23,1,9674,5,1,4,514
86444,99,1,1727,2,1,1,211
86609,113,1,1331,1,1,1,111
86669,105,1,80,2,1,1,211
86690,23,1,3656,5,1,2,512
86810,57,1,2336,4,1,2,412
86982,82,1,4742,3,1,3,313
87226,25,1,19400,5,1,5,515
87364,131,2,21486,1,1,5,115
87380,16,1,9002,5,1,4,514
87559,53,1,4395,4,1,2,412
87660,100,1,7566,2,1,3,213
87886,29,1,14960,5,1,5,515
87891,18,1,14805,5,1,5,515
88182,33,1,11696,4,1,4,414
88183,44,1,5924,4,1,3,413
88361,21,1,472,5,1,1,511
88427,32,1,3601,4,1,2,412
88696,134,1,268,1,1,1,111
88841,108,1,1824,2,1,1,211
88920,7,1,6262,5,1,3,513
89000,106,1,152,2,1,1,211
89237,85,1,4491,2,1,2,212
89426,27,1,6530,5,1,3,513
89656,92,1,12264,2,1,4,214
89783,52,2,4677,4,1,3,413
89882,46,1,4172,4,1,2,412
90080,133,1,10914,1,1,4,114
90093,89,1,3870,2,1,2,212
90186,16,1,11241,5,1,4,514
90253,118,1,11715,1,1,4,114
90352,95,1,11823,2,1,4,214
90496,108,2,7450,2,1,3,213
90565,81,1,35,3,1,1,311
90902,53,1,1301,4,1,1,411
91370,107,1,2040,2,1,1,211
91900,103,1,3754,2,1,2,212
91913,39,1,6818,4,1,3,413
92098,137,1,4224,1,1,2,112
92159,53,1,3904,4,1,2,412
92347,102,1,6452,2,1,3,213
92384,134,2,14143,1,1,5,115
93232,134,1,7392,1,1,3,113
93328,15,1,3053,5,1,2,512
93424,3,1,7602,5,1,3,513
93652,12,1,4950,5,1,3,513
93887,137,1,14980,1,1,5,115
93978,81,1,5091,3,1,3,313
94030,54,4,45962,4,2,5,425
94071,63,1,19636,3,1,5,315
94177,101,1,10848,2,1,4,214
94182,45,1,7401,4,1,3,413
94235,55,1,13568,4,1,4,414
94463,79,2,25451,3,1,5,315
94529,120,1,6624,1,1,3,113
94751,134,1,4628,1,1,2,112
94832,118,1,2064,1,1,1,111
94994,72,1,546,3,1,1,311
95059,36,1,417,4,1,1,411
95090,63,1,12316,3,1,4,314
95161,51,1,2708,4,1,2,412
95233,106,1,10113,2,1,4,214
95536,111,1,17964,2,1,5,215
95794,106,1,1918,2,1,1,211
96196,52,1,2652,4,1,2,412
96387,27,1,1905,5,1,1,511
96558,50,1,6530,4,1,3,413
96640,46,1,7698,4,1,3,413
96705,115,1,8712,1,1,4,114
96947,62,1,4405,3,1,2,312
97209,132,1,9096,1,1,4,114
97480,65,1,13950,3,1,5,315
97675,64,12,75037,3,2,5,325
97865,22,1,14265,5,1,5,515
97992,88,1,19976,2,1,5,215
98071,112,6,37735,1,2,5,125
98093,29,1,38,5,1,1,511
98364,81,1,730,3,1,1,311
98371,50,1,6636,4,1,3,413
98492,42,1,4636,4,1,2,412
98499,135,1,5925,1,1,3,113
98772,29,2,18503,5,1,5,515
