product_id,recommended_product,rank,similarity_score
4377,260957,3,0.1030840724102795
4377,399031,4,0.0989563865989113
4377,166691,5,0.082316282004712
4377,174284,6,0.0780014343370835
4377,118199,7,0.0763492827857291
4377,260384,8,0.0761019434147761
4377,349181,9,0.0693166993213381
4377,466064,10,0.0590803351522041
4437,355752,1,0.1811017893314777
4437,419761,2,0.1790136311843674
4437,89323,3,0.1781949146078993
4437,329133,4,0.1773379735593769
4437,210984,5,0.1571953836464698
4437,166306,6,0.1543836953723592
4437,282385,7,0.1532838378934635
4437,150403,8,0.1513825177048746
4437,119736,9,0.1454901101678789
4437,197642,10,0.1417915249539528
4442,355752,1,0.4071767954628801
4442,89323,2,0.3992403351723333
4442,329133,3,0.3929962911908118
4442,210984,4,0.3806139924675777
4442,376974,5,0.3766464061652432
4442,166306,6,0.3738061087068795
4442,308273,7,0.3663708444192458
4442,295537,8,0.3557917303062681
4442,393509,9,0.340589996980381
4442,308510,10,0.3396707623958948
4537,355752,1,0.3914189212111633
4537,89323,2,0.3824429743206703
4537,329133,3,0.3707911476708037
4537,210984,4,0.3658841073204396
4537,166306,5,0.3593396908727533
4537,308273,6,0.3251004680569127
4537,197642,7,0.324642212339264
4537,150403,8,0.3203220214320642
4537,230376,9,0.3169603606376722
4537,308510,10,0.3123286373111147
4596,75994,1,0.0521093772184997
4596,174284,2,0.0349855714270659
4596,124583,3,0.03386130688778
4596,463122,4,0.0295264530618991
4596,372845,5,0.0292639408439788
4596,399031,6,0.0274628385309054
4596,429765,7,0.0266113840911239
4596,250019,8,0.0245385603812509
4596,316183,9,0.0229557479780823
4596,409562,10,0.0223223461572311
4606,418116,1,0.2419921699759683
4606,112527,2,0.1130208946511096
4606,28136,3,0.0722507187193143
4606,46232,4,0.0641256921604252
4606,137697,5,0.0503911735815643
4606,158603,6,0.0482969235839484
4606,304685,7,0.0461666546446069
4606,407929,8,0.0452083578604438
4606,360877,9,0.0430588604648762
4606,257245,10,0.0402064858908489
5190,325256,1,0.0538591728569806
5190,456056,2,0.0524861073779095
5190,424421,3,0.0492990925353061
5190,239529,4,0.048470782635252
5190,120763,5,0.0481479777481992
5190,181227,6,0.0472687673952404
5190,71733,7,0.0470796300239969
5190,336393,8,0.0462142342885291
5190,382499,9,0.0407561110409827
5190,150882,10,0.0378006069354162
5305,230841,1,0.087724158444429
5305,5813,2,0.0809613795625476
5305,354233,3,0.0429674320681353
5305,48213,4,0.033580854967488
5305,381653,5,0.0168427517386342
5305,104468,6,0.0102141902172649
5305,434782,7,0.0073370908860468
5305,378637,8,0.0059250482060179
5305,20395,9,0.0044671355618241
5305,190070,10,0.0041340671678263
5411,33030,1,0.1925425947949828
5411,459936,2,0.1553360771902126
5411,26839,3,0.0828372203655081
5411,194791,4,0.0746395518691769
5411,69974,5,0.0681894357820492
5411,321089,6,0.0678051871333021
5411,375492,7,0.066677405795272
5411,393691,8,0.0649930433908975
5411,58752,9,0.0632349051661891
5411,453390,10,0.0594881000478971
5470,244587,1,0.2906059929655534
5470,56303,2,0.2225313556407979
5470,96675,3,0.2137186834969644
5470,6786,4,0.1938396775875352
5470,130865,5,0.1760232107684837
5470,393134,6,0.1627387482073974
5470,245168,7,0.1505402399904879
5470,218531,8,0.1454232047228094
5470,92814,9,0.1451512605433018
5470,66737,10,0.1449677014667379
5697,339479,1,0.2286570234512524
5697,94198,2,0.181634804886181
5697,251415,3,0.0991363194193219
5697,241275,4,0.0677666208512218
5697,450209,5,0.0464016168667309
5697,387035,6,0.0382235393578219
5697,324538,7,0.0348155311911395
5697,280328,8,0.0266396854489759
5697,205768,9,0.0264442942673972
5697,257338,10,0.0262211316760218
5730,27442,1,0.1640392289410303
5730,199417,2,0.0625528541320672
5730,338395,3,0.061122823973644
5730,116493,4,0.0559173420857452
5730,119736,5,0.0543326748658897
5730,439963,6,0.0514796044651572
5730,332005,7,0.0494438794398639
5730,241752,8,0.0472045857725443
5730,453564,9,0.043997919436469
5730,167978,10,0.0436297295372362
5813,184990,1,0.0836687530555482
5813,5305,2,0.0809613795625476
5813,305503,3,0.0571746036957866
5813,359109,4,0.0538177199662758
5813,306045,5,0.0527345990268396
5813,436004,6,0.0490318902928772
5813,17322,7,0.0463411877391439
5813,55758,8,0.0445797398698714
5813,139296,9,0.0412861411922385
5813,224355,10,0.041201102706087
6605,212650,1,0.0116581183493717
6605,166306,2,0.0053482469058319
6605,355752,3,0.0051599052142544
6605,329133,4,0.0049802042618683
6605,89323,5,0.0049705710565795
6605,210984,6,0.0048232908806089
6605,308273,7,0.0042856579214229
6605,197642,8,0.0042618591892003
6605,150403,9,0.0042226657401065
6605,230376,10,0.0041783504295235
6656,401285,1,0.0719934180455114
6656,355752,2,0.0688930893363474
6656,89323,3,0.0663651717685813
6656,250015,4,0.0658823732048853
6656,210984,5,0.0643987429488063
6656,329133,6,0.0640310576696208
6656,166306,7,0.0632468694890624
6656,308273,8,0.0572204724284404
6656,197642,9,0.0569027208192496
6656,150403,10,0.0563794248132765
6692,89323,1,0.310224386148189
6692,355752,2,0.299876376078305
6692,329133,3,0.2847720067689967
6692,210984,4,0.2772665949172992
6692,166306,5,0.2735621150463122
6692,308273,6,0.2620027508974121
6692,150403,7,0.2496751135729437
6692,197642,8,0.2464510169273696
6692,308510,9,0.2428299082145919
6692,230376,10,0.2401922307076306
6786,96675,1,0.4790015456340347
6786,56303,2,0.3724023404569039
6786,393134,3,0.3647416812157115
6786,92814,4,0.3253233503656575
6786,218531,5,0.3128955370010921
6786,174265,6,0.2913506918809416
6786,31640,7,0.2569493104626266
6786,191203,8,0.2480350449045818
6786,339356,9,0.2444293842302059
6786,465951,10,0.2363419347029962
7161,302311,1,0.1320168992447242
7161,359251,2,0.0576722884848717
7161,45543,3,0.0496610739109614
7161,459848,4,0.0489298110549636
7161,449391,5,0.0458948450632548
7161,103900,6,0.0426880804906124
7161,378045,7,0.041247422116674
7161,115426,8,0.0354942603766445
7161,13576,9,0.0353677720942575
7161,338395,10,0.0348894361170642
7765,382751,1,0.0464631608219341
7765,179208,2,0.0376649047419251
7765,89262,3,0.0342913133245832
7765,421062,4,0.0325817606225537
7765,452852,5,0.0313706461204462
7765,4596,6,0.0173697924061665
7765,303704,7,0.016755479184876
7765,418619,8,0.0163287221283763
7765,235224,9,0.0158650788789279
7765,65889,10,0.0158044753547505
7942,154638,1,0.0944524020792185
7942,276762,2,0.0584705346204686
7942,79378,3,0.0414714720113236
7942,203915,4,0.0353867207045242
7942,277247,5,0.0352791096696978
7942,258856,6,0.0338837073785848
7942,57301,7,0.0329058040072667
7942,173313,8,0.0313535088401416
7942,368488,9,0.0305455272489447
7942,73019,10,0.0290210866433477
7943,329133,1,0.1274882612112777
7943,359109,2,0.1264806750884032
7943,355752,3,0.1246075095440317
7943,166306,4,0.1226384988334533
7943,89323,5,0.1161354812699065
7943,119736,6,0.1152227291359669
7943,114121,7,0.1135623167625354
7943,456056,8,0.1129735398328828
7943,210984,9,0.1061866141030635
7943,376974,10,0.1035785677489252
8122,89323,1,0.3426820164889178
8122,377863,2,0.340732885639334
8122,355752,3,0.3407116219354358
8122,37068,4,0.3234657601896291
8122,166306,5,0.3212096977202601
8122,329133,6,0.3041992039476549
8122,210984,7,0.2934072350568113
8122,308273,8,0.2607023031058155
8122,197642,9,0.2592545943956992
8122,150403,10,0.2568704044690281
8159,412404,1,0.1079256538189295
8159,96675,2,0.0817626233818269
8159,6786,3,0.0741574872899192
8159,60138,4,0.0740253491393006
8159,131745,5,0.0711765259172281
8159,56303,6,0.063566793441105
8159,393134,7,0.0622591659353001
8159,202580,8,0.0590548129938804
8159,92814,9,0.0555306988374181
8159,163350,10,0.0554058638376248
8300,380014,1,0.1348072551963282
8300,387373,2,0.1143196609455278
8300,211776,3,0.1047996076879313
8300,139435,4,0.0886695527844279
8300,463280,5,0.0878157911260656
8300,174409,6,0.0757492153625964
8300,10516,7,0.0714424334278794
8300,351481,8,0.0618051221105053
8300,273762,9,0.0591063684139599
8300,92361,10,0.0521917847462861
8347,355752,1,0.4156786208586697
8347,419761,2,0.4022484838473958
8347,89323,3,0.4001535851611842
8347,329133,4,0.389408906033334
8347,210984,5,0.3695219581735286
8347,166306,6,0.3556232997793875
8347,282385,7,0.3552780412790945
8347,308273,8,0.3205891235762131
8347,308510,9,0.3204387478062308
8347,197642,10,0.3188088567314608
8497,15001,1,0.0272937884586019
8497,60138,2,0.0249216975438165
8497,131745,3,0.0239626002680618
8497,318871,4,0.0217681545584514
8497,86761,5,0.0217349460653416
8497,188051,6,0.021108417484069
8497,202580,7,0.0198816514214692
8497,387265,8,0.0191375846753747
8497,163350,9,0.0186531802520345
8497,354153,10,0.0182822001428426
8599,312728,1,0.2195273751728678
8599,73123,2,0.1666952519797431
8599,409804,3,0.0946444057655621
8599,192491,4,0.077658027471532
8599,407658,5,0.076696498884737
8599,236512,6,0.075821199292446
8599,459659,7,0.0755595864290004
8599,373600,8,0.0751469149302179
8599,223644,9,0.0745869853982891
8599,36810,10,0.0738434787293372
8653,451806,1,0.0548698890824603
8653,383285,2,0.0478364873234939
8653,403757,3,0.0338459491243982
8653,159380,4,0.0114995716489339
8653,1152,5,0.0
8653,461686,6,0.0
8653,4437,7,0.0
8653,403,8,0.0
8653,461765,9,0.0
8653,461944,10,0.0
8833,36868,1,0.2278699588410219
8833,205231,2,0.055563899719435
8833,453564,3,0.051146932276269
8833,205044,4,0.0390434404721515
8833,270383,5,0.0316110665418183
8833,411280,6,0.0299890859587051
8833,416399,7,0.0277371258837822
8833,377981,8,0.0264435545978932
8833,171427,9,0.0256106558864272
8833,404927,10,0.0254925799066169
9211,75331,1,0.0654889545986738
9211,229205,2,0.0511769688738603
9211,187609,3,0.0508709654242883
9211,26228,4,0.0482803831845458
9211,218746,5,0.0465255748444077
9211,195490,6,0.0424662179512113
9211,446978,7,0.0414453752895723
9211,82340,8,0.0410657321583243
9211,305503,9,0.0408373417173225
9211,10516,10,0.0380557823350978
9629,89438,1,0.3392198894884611
9629,31625,2,0.2294426906574324
9629,281211,3,0.1610258593693512
9629,308053,4,0.1507639278577975
9629,407078,5,0.1418839691753446
9629,331910,6,0.1389000146774173
9629,132772,7,0.1373095920332768
9629,165302,8,0.1265325574705591
9629,323381,9,0.1259843316730616
9629,134118,10,0.1251897648010361
9646,19976,1,0.0414402919887121
9646,65580,2,0.0347895998094966
9646,352072,3,0.0335204652451239
9646,238995,4,0.0327726951619642
9646,315543,5,0.0323566758670671
9646,147005,6,0.0198194840774131
9646,332183,7,0.014620096144241
9646,318789,8,0.0142958551298458
9646,12765,9,0.0140445072079102
9646,261673,10,0.0131228088916539
9759,355752,1,0.3335974434558499
9759,329133,2,0.3272795166930468
9759,89323,3,0.3213566389572049
9759,210984,4,0.3118347023836808
9759,166306,5,0.3062570451025684
9759,308273,6,0.2770757342912865
9759,197642,7,0.2755371021076938
9759,150403,8,0.2730031729219813
9759,230376,9,0.2701381058902066
9759,308510,10,0.2661905934507126
9877,44826,1,0.2910985741011472
9877,325310,2,0.2847759586454192
9877,241555,3,0.2705084679004103
9877,239006,4,0.2488398187385518
9877,85774,5,0.236278067340748
9877,412622,6,0.234099909838941
9877,220678,7,0.2228518668567074
9877,37115,8,0.2150184349145825
9877,210002,9,0.2115975603551186
9877,265571,10,0.1945777491376168
9975,277943,1,0.2704285601162162
9975,270383,2,0.1529597256527698
9975,60138,3,0.0952986215201743
9975,131745,4,0.0916311085779891
9975,315393,5,0.0870488203810708
9975,202580,6,0.0760258794843106
9975,163350,7,0.0713283018486552
9975,395749,8,0.0694060060505524
9975,267196,9,0.0671234798899864
9975,284654,10,0.0656730229037115
10034,464731,1,0.3217687808251347
10034,465522,2,0.1757023454574071
10034,350629,3,0.0592433952476703
10034,27248,4,0.0548358013807405
10034,75994,5,0.0424270596002077
10034,4001,6,0.038511561919586
10034,325652,7,0.0371674093158743
10034,355752,8,0.033689385291721
10034,89323,9,0.0333804437634448
10034,404033,10,0.0324984935943247
10173,235460,1,0.1393466028583235
10173,229928,2,0.0796875004962999
10173,371579,3,0.0684178237964161
10173,172004,4,0.0608088941837593
10173,34364,5,0.0584244187308443
10173,271405,6,0.0523459334532787
10173,238766,7,0.0450890929701514
10173,4067,8,0.041730060634043
10173,44208,9,0.0318290070559014
10173,67182,10,0.0305831849351599
10442,445105,1,0.0214783067284983
10442,106786,2,0.0173585214641098
10442,36868,3,0.016760822779933
10442,124919,4,0.0128007373437071
10442,453564,5,0.0075798914491518
10442,365202,6,0.0072551443608525
10442,390591,7,0.0058678787565715
10442,137974,8,0.0037106070699109
10442,461686,9,0.0
10442,4437,10,0.0
10516,211776,1,0.301950297657692
10516,205044,2,0.2951406680504776
10516,75331,3,0.2938066265617122
10516,380014,4,0.2652824474376337
10516,139435,5,0.238639302290333
10516,411280,6,0.2368975095715776
10516,171427,7,0.2333369720755073
10516,229205,8,0.2228451114896213
10516,187609,9,0.2208630521496931
10516,416399,10,0.2096729633490872
10572,461686,1,0.2820407374938687
10572,171878,2,0.2053536396610006
10572,218794,3,0.1726185977122495
10572,32581,4,0.084592998316258
10572,329133,5,0.0653044973293818
10572,89323,6,0.0616339276878962
10572,355752,7,0.060063724016698
10572,17478,8,0.0579647160451984
10572,60138,9,0.0576535626718401
10572,210984,10,0.0550860281281656
11098,546,1,0.0
11098,829,2,0.0
11098,869,3,0.0
11098,1152,4,0.0
11098,461686,5,0.0
11098,4437,6,0.0
11098,403,7,0.0
11098,461765,8,0.0
11098,461944,9,0.0
11098,462188,10,0.0
11131,331446,1,0.3237481030440161
11131,329133,2,0.1350152791398012
11131,220761,3,0.1198728554188798
11131,176363,4,0.1136005105470862
11131,89323,5,0.1131255168652064
11131,355752,6,0.1110867686612383
11131,401285,7,0.1050300986363286
11131,210984,8,0.1038398528639401
11131,166306,9,0.1019825127187642
11131,346892,10,0.0983469021896661
11279,419761,1,0.4505978688294921
11279,213834,2,0.3834063137030472
11279,282385,3,0.3676412175513751
11279,278272,4,0.3568593978322613
11279,119736,5,0.3509132794292606
11279,445059,6,0.3376872344663546
11279,439963,7,0.3028254311757156
11279,338395,8,0.3026325477882625
11279,355752,9,0.3026166889988301
11279,329133,10,0.2991703683025477
11316,210002,1,0.14404772371403
11316,441907,2,0.1292324685511928
11316,386724,3,0.1243082807506507
11316,186702,4,0.1139952799806554
11316,82174,5,0.11148841876707
11316,254101,6,0.110642729548828
11316,174724,7,0.1062646746099513
11316,369158,8,0.1059809076552851
11316,167126,9,0.0990333631066107
11316,158314,10,0.0987878339907213
11663,399592,1,0.2545962990883002
11663,179601,2,0.220720048849811
11663,369158,3,0.2025309415571017
11663,43590,4,0.1854612014746708
11663,318333,5,0.1847320948486669
11663,150882,6,0.180134128513411
11663,256513,7,0.1781917613304353
11663,290003,8,0.172804906178721
11663,300670,9,0.1724558811894076
11663,59508,10,0.1713099822456056
11670,403215,1,0.2767321028426233
11670,460034,2,0.2439033346691875
11670,50648,3,0.1691919296244524
11670,34843,4,0.1581911569715809
11670,107503,5,0.1497317271759909
11670,145730,6,0.1414234223360004
11670,212917,7,0.1366786142665323
11670,458271,8,0.1325371244973811
11670,61298,9,0.1264368683111304
11670,174719,10,0.1257962470603778
12040,453564,1,0.3994013466338356
12040,174724,2,0.346188470491666
12040,333140,3,0.2979885170428826
12040,284648,4,0.2946176732408287
12040,448839,5,0.2837753831320128
12040,42145,6,0.2762828913585494
12040,224832,7,0.2481840421053992
12040,368841,8,0.2397058217655398
12040,212652,9,0.2293738199698063
12040,412981,10,0.225310102806221
12217,322717,1,0.2329494308859149
12217,372243,2,0.1769360094287724
12217,174724,3,0.1741974725876053
12217,453564,4,0.1733450145489774
12217,275625,5,0.1690891937345871
12217,393509,6,0.1632726329463545
12217,71733,7,0.162047730748299
12217,257655,8,0.159076600728432
12217,119736,9,0.1582573838592959
12217,448839,10,0.1578254523367019
12404,326324,1,0.1592127019578104
12404,424186,2,0.1454683152788669
12404,293808,3,0.1216116283812299
12404,232533,4,0.1013125481462361
12404,51969,5,0.0969637006368235
12404,305503,6,0.0938028145754112
12404,420528,7,0.0928669503449732
12404,111179,8,0.0920912499341806
12404,419371,9,0.0898908488876681
12404,73917,10,0.0886353284444439
12765,130113,1,0.206407236442974
12765,255725,2,0.1525458307627082
12765,308648,3,0.1350098523182897
12765,268955,4,0.0755545730267822
12765,315543,5,0.069313783576497
12765,332018,6,0.0514193661103154
12765,177152,7,0.0496396395846157
12765,198921,8,0.0432745924136796
12765,179208,9,0.0424484228738679
12765,453564,10,0.0407304663005589
13224,365015,1,0.1535293206306973
13224,312717,2,0.1057010186717002
13224,151839,3,0.0916984804613097
13224,293737,4,0.0849545842159366
13224,385091,5,0.0731993587794503
13224,271930,6,0.0726342706077733
13224,32267,7,0.0655903799302372
13224,305588,8,0.063370032964347
13224,225585,9,0.0613167451602515
13224,181045,10,0.0611998941065723
13280,205044,1,0.3368165348543039
13280,377863,2,0.3211340709806146
13280,411280,3,0.2587072218510952
13280,119736,4,0.2489583886036117
13280,416399,5,0.2392802097872691
13280,377981,6,0.2281209422424189
13280,171427,7,0.223519808570372
13280,404927,8,0.2199171570130336
13280,428827,9,0.2117547411878137
13280,340825,10,0.2102187041287
13576,21013,1,0.446159494964033
13576,425951,2,0.2363544899350047
13576,71957,3,0.22855170080915
13576,94198,4,0.2024760735970744
13576,332325,5,0.2018260684731239
13576,31625,6,0.1256483000336283
13576,26515,7,0.1201747483193236
13576,257200,8,0.109047695847573
13576,298868,9,0.1064180079761187
13576,829,10,0.0888153724321577
13855,447888,1,0.2331955745365611
13855,45140,2,0.1740666786788578
13855,402460,3,0.1163037834651529
13855,220237,4,0.093458397427355
13855,95977,5,0.0811877851549094
13855,407929,6,0.0799289835634554
13855,424186,7,0.0707183653152985
13855,444225,8,0.063490920880582
13855,1152,9,0.0548806606527838
13855,372243,10,0.0496462890612082
13925,275625,1,0.208735114337861
13925,337698,2,0.1411224675196923
13925,130815,3,0.1363724571563719
13925,128908,4,0.1280851454238627
13925,11279,5,0.1071734135231203
13925,301843,6,0.1053690935293654
13925,322887,7,0.1038043889664333
13925,233876,8,0.0938194569185567
13925,50648,9,0.084352406486905
13925,232780,10,0.0838606732653397
14434,45782,1,0.2126991490792483
14434,48704,2,0.0767287446288082
14434,151839,3,0.0482666802207404
14434,278214,4,0.0457472069641262
14434,293737,5,0.0447169432798472
14434,385091,6,0.0385294284572326
14434,271930,7,0.0382319869953714
14434,32267,8,0.034524344108247
14434,380237,9,0.0334794740003487
14434,305588,10,0.0333556357889535
14606,374835,1,0.2149202407719493
14606,272969,2,0.1827691866799273
14606,188051,3,0.1668018054764042
14606,176484,4,0.1104367221434365
14606,167543,5,0.0819041737602437
14606,448601,6,0.0800084457817167
14606,391992,7,0.0734651042004381
14606,87513,8,0.0690328134859791
14606,46232,9,0.0625913534759652
14606,49466,10,0.0620024783267364
14644,464731,1,0.1471789071582431
14644,75994,2,0.0958903640993753
14644,75820,3,0.0947938781381874
14644,89323,4,0.0874066497938138
14644,355752,5,0.0824873262498982
14644,210984,6,0.0771061389592658
14644,329133,7,0.0766659006730512
14644,166306,8,0.0757269736062851
14644,308273,9,0.0685114257880704
14644,197642,10,0.0681309742666443
14671,31625,1,0.2293551344726492
14671,308053,2,0.1665702269166773
14671,446522,3,0.1548597162955384
14671,281211,4,0.1355489779385665
14671,323381,5,0.1325644795612191
14671,218126,6,0.1229481350639847
14671,407078,7,0.1194356427154433
14671,331910,8,0.1169237978229935
14671,244027,9,0.1146433039775206
14671,9629,10,0.1114794911353921
14974,272455,1,0.0110996975373631
14974,438412,2,0.0100541872784262
14974,96924,3,0.0055249462010982
14974,445351,4,0.0049712498855991
14974,1152,5,0.0
14974,461686,6,0.0
14974,4437,7,0.0
14974,403,8,0.0
14974,461765,9,0.0
14974,461944,10,0.0
15001,318871,1,0.4179467516077702
15001,86761,2,0.41348062698639
15001,387265,3,0.3640690198535675
15001,188051,4,0.361405521908735
15001,78729,5,0.3504811079752136
15001,338395,6,0.3076037130248713
15001,306034,7,0.3043650584141735
15001,198784,8,0.2825573036370319
15001,287356,9,0.2813379318451999
15001,255689,10,0.2308014473403461
15564,293038,1,0.3216132238641163
15564,108618,2,0.2816766892609227
15564,281103,3,0.2768122554852534
15564,322810,4,0.2608037251324706
15564,250908,5,0.2329699407635748
15564,284045,6,0.2320157936521148
15564,301721,7,0.224424035069546
15564,223739,8,0.2243921207890798
15564,161354,9,0.2227837304111661
15564,139515,10,0.2096056570099616
15948,66145,1,0.0449466574975494
15948,21730,2,0.0366987921708786
15948,102136,3,0.0296608394334082
15948,142936,4,0.028968272975116
15948,190515,5,0.027524094128159
15948,419874,6,0.025257841014136
15948,316779,7,0.0246182981958665
15948,284045,8,0.0243823884593046
15948,291389,9,0.0224733287487747
15948,373600,10,0.0218023313389242
16279,247307,1,0.0170575736046076
16279,257245,2,0.0121933086849911
16279,869,3,0.0
16279,1152,4,0.0
16279,461686,5,0.0
16279,4437,6,0.0
16279,403,7,0.0
16279,461765,8,0.0
