date,product_id,quantity,sales_amount,year,month,week,day,weekday,quarter,weekend,lag_1,lag_7,lag_30,rolling_7,rolling_30
2015-07-08,546,0,0,2015,7,28,8,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-09,546,0,0,2015,7,28,9,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-10,546,0,0,2015,7,28,10,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-11,546,0,0,2015,7,28,11,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-12,546,0,0,2015,7,28,12,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-13,546,0,0,2015,7,29,13,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-14,546,0,0,2015,7,29,14,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-15,546,0,0,2015,7,29,15,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-16,546,0,0,2015,7,29,16,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-17,546,0,0,2015,7,29,17,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-18,546,0,0,2015,7,29,18,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-19,546,0,0,2015,7,29,19,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-20,546,0,0,2015,7,30,20,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-21,546,0,0,2015,7,30,21,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-22,546,1,293,2015,7,30,22,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-23,546,4,1172,2015,7,30,23,3,3,0,1.0,0.0,0.0,0.14285714285714285,0.03333333333333333
2015-07-24,546,0,0,2015,7,30,24,4,3,0,4.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-07-25,546,1,293,2015,7,30,25,5,3,1,0.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-07-26,546,0,0,2015,7,30,26,6,3,1,1.0,0.0,0.0,0.8571428571428571,0.2
2015-07-27,546,0,0,2015,7,31,27,0,3,0,0.0,0.0,0.0,0.8571428571428571,0.2
2015-07-28,546,0,0,2015,7,31,28,1,3,0,0.0,0.0,0.0,0.8571428571428571,0.2
2015-07-29,546,2,586,2015,7,31,29,2,3,0,0.0,1.0,0.0,0.8571428571428571,0.2
2015-07-30,546,0,0,2015,7,31,30,3,3,0,2.0,4.0,0.0,1.0,0.26666666666666666
2015-07-31,546,4,1172,2015,7,31,31,4,3,0,0.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-08-01,546,1,293,2015,8,31,1,5,3,1,4.0,1.0,0.0,1.0,0.4
2015-08-02,546,3,879,2015,8,31,2,6,3,1,1.0,0.0,0.0,1.0,0.43333333333333335
2015-08-03,546,2,586,2015,8,32,3,0,3,0,3.0,0.0,0.0,1.4285714285714286,0.5333333333333333
2015-08-04,546,4,1172,2015,8,32,4,1,3,0,2.0,0.0,0.0,1.7142857142857142,0.6
2015-08-05,546,0,0,2015,8,32,5,2,3,0,4.0,2.0,0.0,2.2857142857142856,0.7333333333333333
2015-08-06,546,0,0,2015,8,32,6,3,3,0,0.0,0.0,0.0,2.0,0.7333333333333333
2015-08-07,546,0,0,2015,8,32,7,4,3,0,0.0,4.0,0.0,2.0,0.7333333333333333
2015-08-08,546,0,0,2015,8,32,8,5,3,1,0.0,1.0,0.0,1.4285714285714286,0.7333333333333333
2015-08-09,546,0,0,2015,8,32,9,6,3,1,0.0,3.0,0.0,1.2857142857142858,0.7333333333333333
2015-08-10,546,0,0,2015,8,33,10,0,3,0,0.0,2.0,0.0,0.8571428571428571,0.7333333333333333
2015-08-11,546,0,0,2015,8,33,11,1,3,0,0.0,4.0,0.0,0.5714285714285714,0.7333333333333333
2015-08-12,546,0,0,2015,8,33,12,2,3,0,0.0,0.0,0.0,0.0,0.7333333333333333
2015-08-13,546,6,1758,2015,8,33,13,3,3,0,0.0,0.0,0.0,0.0,0.7333333333333333
2015-08-14,546,0,0,2015,8,33,14,4,3,0,6.0,0.0,0.0,0.8571428571428571,0.9333333333333333
2015-08-15,546,0,0,2015,8,33,15,5,3,1,0.0,0.0,0.0,0.8571428571428571,0.9333333333333333
2015-08-16,546,0,0,2015,8,33,16,6,3,1,0.0,0.0,0.0,0.8571428571428571,0.9333333333333333
2015-08-17,546,4,1172,2015,8,34,17,0,3,0,0.0,0.0,0.0,0.8571428571428571,0.9333333333333333
2015-08-18,546,2,586,2015,8,34,18,1,3,0,4.0,0.0,0.0,1.4285714285714286,1.0666666666666667
2015-08-19,546,4,1172,2015,8,34,19,2,3,0,2.0,0.0,0.0,1.7142857142857142,1.1333333333333333
2015-08-20,546,3,879,2015,8,34,20,3,3,0,4.0,6.0,0.0,2.2857142857142856,1.2666666666666666
2015-08-21,546,5,1465,2015,8,34,21,4,3,0,3.0,0.0,1.0,1.8571428571428572,1.3666666666666667
2015-08-22,546,5,1465,2015,8,34,22,5,3,1,5.0,0.0,4.0,2.5714285714285716,1.5
2015-08-23,546,2,586,2015,8,34,23,6,3,1,5.0,0.0,0.0,3.2857142857142856,1.5333333333333334
2015-08-24,546,5,1465,2015,8,35,24,0,3,0,2.0,4.0,1.0,3.5714285714285716,1.6
2015-08-25,546,0,0,2015,8,35,25,1,3,0,5.0,2.0,0.0,3.7142857142857144,1.7333333333333334
2015-08-26,546,0,0,2015,8,35,26,2,3,0,0.0,4.0,0.0,3.4285714285714284,1.7333333333333334
2015-08-27,546,0,0,2015,8,35,27,3,3,0,0.0,3.0,0.0,2.857142857142857,1.7333333333333334
2015-08-28,546,0,0,2015,8,35,28,4,3,0,0.0,5.0,2.0,2.4285714285714284,1.7333333333333334
2015-08-29,546,0,0,2015,8,35,29,5,3,1,0.0,5.0,0.0,1.7142857142857142,1.6666666666666667
2015-08-30,546,0,0,2015,8,35,30,6,3,1,0.0,2.0,4.0,1.0,1.6666666666666667
2015-08-31,546,0,0,2015,8,36,31,0,3,0,0.0,5.0,1.0,0.7142857142857143,1.5333333333333334
2015-09-01,546,0,0,2015,9,36,1,1,3,0,0.0,0.0,3.0,0.0,1.5
2015-09-02,546,0,0,2015,9,36,2,2,3,0,0.0,0.0,2.0,0.0,1.4
2015-09-03,546,0,0,2015,9,36,3,3,3,0,0.0,0.0,4.0,0.0,1.3333333333333333
2015-09-04,546,0,0,2015,9,36,4,4,3,0,0.0,0.0,0.0,0.0,1.2
2015-09-05,546,0,0,2015,9,36,5,5,3,1,0.0,0.0,0.0,0.0,1.2
2015-09-06,546,0,0,2015,9,36,6,6,3,1,0.0,0.0,0.0,0.0,1.2
2015-09-07,546,0,0,2015,9,37,7,0,3,0,0.0,0.0,0.0,0.0,1.2
2015-09-08,546,0,0,2015,9,37,8,1,3,0,0.0,0.0,0.0,0.0,1.2
2015-09-09,546,0,0,2015,9,37,9,2,3,0,0.0,0.0,0.0,0.0,1.2
2015-09-10,546,0,0,2015,9,37,10,3,3,0,0.0,0.0,0.0,0.0,1.2
2015-09-11,546,0,0,2015,9,37,11,4,3,0,0.0,0.0,0.0,0.0,1.2
2015-09-12,546,0,0,2015,9,37,12,5,3,1,0.0,0.0,6.0,0.0,1.2
2015-09-13,546,0,0,2015,9,37,13,6,3,1,0.0,0.0,0.0,0.0,1.0
2015-09-14,546,0,0,2015,9,38,14,0,3,0,0.0,0.0,0.0,0.0,1.0
2015-09-15,546,0,0,2015,9,38,15,1,3,0,0.0,0.0,0.0,0.0,1.0
2015-09-16,546,0,0,2015,9,38,16,2,3,0,0.0,0.0,4.0,0.0,1.0
2015-09-17,546,0,0,2015,9,38,17,3,3,0,0.0,0.0,2.0,0.0,0.8666666666666667
2015-09-18,546,0,0,2015,9,38,18,4,3,0,0.0,0.0,4.0,0.0,0.8
2015-06-02,2463,0,0,2015,6,23,2,1,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-03,2463,0,0,2015,6,23,3,2,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-04,2463,0,0,2015,6,23,4,3,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-05,2463,0,0,2015,6,23,5,4,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-06,2463,0,0,2015,6,23,6,5,2,1,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-07,2463,0,0,2015,6,23,7,6,2,1,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-08,2463,0,0,2015,6,24,8,0,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-09,2463,0,0,2015,6,24,9,1,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-10,2463,0,0,2015,6,24,10,2,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-11,2463,0,0,2015,6,24,11,3,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-12,2463,0,0,2015,6,24,12,4,2,0,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-13,2463,0,0,2015,6,24,13,5,2,1,0.0,0.0,0.0,0.0,0.23333333333333334
2015-06-14,2463,0,0,2015,6,24,14,6,2,1,0.0,0.0,4.0,0.0,0.23333333333333334
2015-06-15,2463,0,0,2015,6,25,15,0,2,0,0.0,0.0,0.0,0.0,0.1
2015-06-16,2463,0,0,2015,6,25,16,1,2,0,0.0,0.0,3.0,0.0,0.1
2015-06-17,2463,0,0,2015,6,25,17,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-18,2463,0,0,2015,6,25,18,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-19,2463,0,0,2015,6,25,19,4,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-20,2463,0,0,2015,6,25,20,5,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-21,2463,0,0,2015,6,25,21,6,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-22,2463,0,0,2015,6,26,22,0,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-23,2463,0,0,2015,6,26,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-24,2463,0,0,2015,6,26,24,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-25,2463,0,0,2015,6,26,25,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-26,2463,0,0,2015,6,26,26,4,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-27,2463,0,0,2015,6,26,27,5,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-28,2463,0,0,2015,6,26,28,6,2,1,0.0,0.0,0.0,0.0,0.0
2015-06-29,2463,0,0,2015,6,27,29,0,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-30,2463,0,0,2015,6,27,30,1,2,0,0.0,0.0,0.0,0.0,0.0
2015-07-01,2463,0,0,2015,7,27,1,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-02,2463,0,0,2015,7,27,2,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-03,2463,0,0,2015,7,27,3,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-04,2463,0,0,2015,7,27,4,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-05,2463,0,0,2015,7,27,5,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-06,2463,0,0,2015,7,28,6,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-07,2463,0,0,2015,7,28,7,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-08,2463,0,0,2015,7,28,8,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-09,2463,0,0,2015,7,28,9,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-10,2463,0,0,2015,7,28,10,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-11,2463,0,0,2015,7,28,11,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-12,2463,0,0,2015,7,28,12,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-07-13,2463,6,26526,2015,7,29,13,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-07-14,2463,4,17684,2015,7,29,14,1,3,0,6.0,0.0,0.0,0.8571428571428571,0.2
2015-07-15,2463,0,0,2015,7,29,15,2,3,0,4.0,0.0,0.0,1.4285714285714286,0.3333333333333333
2015-07-16,2463,0,0,2015,7,29,16,3,3,0,0.0,0.0,0.0,1.4285714285714286,0.3333333333333333
2015-07-17,2463,0,0,2015,7,29,17,4,3,0,0.0,0.0,0.0,1.4285714285714286,0.3333333333333333
2015-07-18,2463,4,17684,2015,7,29,18,5,3,1,0.0,0.0,0.0,1.4285714285714286,0.3333333333333333
2015-07-19,2463,0,0,2015,7,29,19,6,3,1,4.0,0.0,0.0,2.0,0.4666666666666667
2015-07-20,2463,0,0,2015,7,30,20,0,3,0,0.0,6.0,0.0,2.0,0.4666666666666667
2015-07-21,2463,0,0,2015,7,30,21,1,3,0,0.0,4.0,0.0,1.1428571428571428,0.4666666666666667
2015-07-22,2463,0,0,2015,7,30,22,2,3,0,0.0,0.0,0.0,0.5714285714285714,0.4666666666666667
2015-07-23,2463,0,0,2015,7,30,23,3,3,0,0.0,0.0,0.0,0.5714285714285714,0.4666666666666667
2015-07-24,2463,0,0,2015,7,30,24,4,3,0,0.0,0.0,0.0,0.5714285714285714,0.4666666666666667
2015-07-25,2463,0,0,2015,7,30,25,5,3,1,0.0,4.0,0.0,0.5714285714285714,0.4666666666666667
2015-07-26,2463,0,0,2015,7,30,26,6,3,1,0.0,0.0,0.0,0.0,0.4666666666666667
2015-07-27,2463,0,0,2015,7,31,27,0,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-07-28,2463,0,0,2015,7,31,28,1,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-07-29,2463,0,0,2015,7,31,29,2,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-07-30,2463,0,0,2015,7,31,30,3,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-07-31,2463,0,0,2015,7,31,31,4,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-01,2463,0,0,2015,8,31,1,5,3,1,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-02,2463,0,0,2015,8,31,2,6,3,1,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-03,2463,0,0,2015,8,32,3,0,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-04,2463,0,0,2015,8,32,4,1,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-05,2463,0,0,2015,8,32,5,2,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-06,2463,0,0,2015,8,32,6,3,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-07,2463,0,0,2015,8,32,7,4,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-08,2463,0,0,2015,8,32,8,5,3,1,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-09,2463,0,0,2015,8,32,9,6,3,1,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-10,2463,0,0,2015,8,33,10,0,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-11,2463,0,0,2015,8,33,11,1,3,0,0.0,0.0,0.0,0.0,0.4666666666666667
2015-08-12,2463,0,0,2015,8,33,12,2,3,0,0.0,0.0,6.0,0.0,0.4666666666666667
2015-08-13,2463,0,0,2015,8,33,13,3,3,0,0.0,0.0,4.0,0.0,0.26666666666666666
2015-08-14,2463,0,0,2015,8,33,14,4,3,0,0.0,0.0,0.0,0.0,0.13333333333333333
2015-08-15,2463,0,0,2015,8,33,15,5,3,1,0.0,0.0,0.0,0.0,0.13333333333333333
2015-08-16,2463,0,0,2015,8,33,16,6,3,1,0.0,0.0,0.0,0.0,0.13333333333333333
2015-08-17,2463,0,0,2015,8,34,17,0,3,0,0.0,0.0,4.0,0.0,0.13333333333333333
2015-08-18,2463,0,0,2015,8,34,18,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-19,2463,0,0,2015,8,34,19,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-20,2463,0,0,2015,8,34,20,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-21,2463,0,0,2015,8,34,21,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-22,2463,0,0,2015,8,34,22,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-23,2463,0,0,2015,8,34,23,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-24,2463,0,0,2015,8,35,24,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-25,2463,0,0,2015,8,35,25,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-26,2463,0,0,2015,8,35,26,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-27,2463,0,0,2015,8,35,27,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-28,2463,0,0,2015,8,35,28,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-08-29,2463,0,0,2015,8,35,29,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-30,2463,0,0,2015,8,35,30,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-08-31,2463,0,0,2015,8,36,31,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-01,2463,0,0,2015,9,36,1,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-02,2463,0,0,2015,9,36,2,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-03,2463,0,0,2015,9,36,3,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-04,2463,0,0,2015,9,36,4,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-05,2463,0,0,2015,9,36,5,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-06,2463,0,0,2015,9,36,6,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-07,2463,0,0,2015,9,37,7,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-08,2463,0,0,2015,9,37,8,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-09,2463,0,0,2015,9,37,9,2,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-10,2463,0,0,2015,9,37,10,3,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-11,2463,0,0,2015,9,37,11,4,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-12,2463,0,0,2015,9,37,12,5,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-13,2463,0,0,2015,9,37,13,6,3,1,0.0,0.0,0.0,0.0,0.0
2015-09-14,2463,0,0,2015,9,38,14,0,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-15,2463,2,8842,2015,9,38,15,1,3,0,0.0,0.0,0.0,0.0,0.0
2015-09-16,2463,0,0,2015,9,38,16,2,3,0,2.0,0.0,0.0,0.2857142857142857,0.06666666666666667
2015-09-17,2463,0,0,2015,9,38,17,3,3,0,0.0,0.0,0.0,0.2857142857142857,0.06666666666666667
2015-09-18,2463,0,0,2015,9,38,18,4,3,0,0.0,0.0,0.0,0.2857142857142857,0.06666666666666667
2015-06-02,4001,0,0,2015,6,23,2,1,2,0,0.0,0.0,4.0,0.0,0.13333333333333333
2015-06-03,4001,0,0,2015,6,23,3,2,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-04,4001,1,4745,2015,6,23,4,3,2,0,0.0,0.0,0.0,0.0,0.0
2015-06-05,4001,0,0,2015,6,23,5,4,2,0,1.0,0.0,0.0,0.14285714285714285,0.03333333333333333
2015-06-06,4001,4,18980,2015,6,23,6,5,2,1,0.0,0.0,0.0,0.14285714285714285,0.03333333333333333
2015-06-07,4001,0,0,2015,6,23,7,6,2,1,4.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-06-08,4001,0,0,2015,6,24,8,0,2,0,0.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-06-09,4001,0,0,2015,6,24,9,1,2,0,0.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-06-10,4001,0,0,2015,6,24,10,2,2,0,0.0,0.0,0.0,0.7142857142857143,0.16666666666666666
2015-06-11,4001,0,0,2015,6,24,11,3,2,0,0.0,1.0,0.0,0.7142857142857143,0.16666666666666666
2015-06-12,4001,0,0,2015,6,24,12,4,2,0,0.0,0.0,0.0,0.5714285714285714,0.16666666666666666
2015-06-13,4001,0,0,2015,6,24,13,5,2,1,0.0,4.0,0.0,0.5714285714285714,0.16666666666666666
2015-06-14,4001,0,0,2015,6,24,14,6,2,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-15,4001,0,0,2015,6,25,15,0,2,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-16,4001,0,0,2015,6,25,16,1,2,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-17,4001,0,0,2015,6,25,17,2,2,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-18,4001,0,0,2015,6,25,18,3,2,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-19,4001,0,0,2015,6,25,19,4,2,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-20,4001,0,0,2015,6,25,20,5,2,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-21,4001,2,9490,2015,6,25,21,6,2,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-06-22,4001,0,0,2015,6,26,22,0,2,0,2.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-06-23,4001,1,4745,2015,6,26,23,1,2,0,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-06-24,4001,0,0,2015,6,26,24,2,2,0,1.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-06-25,4001,0,0,2015,6,26,25,3,2,0,0.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-06-26,4001,0,0,2015,6,26,26,4,2,0,0.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-06-27,4001,0,0,2015,6,26,27,5,2,1,0.0,0.0,0.0,0.42857142857142855,0.26666666666666666
2015-06-28,4001,0,0,2015,6,26,28,6,2,1,0.0,2.0,0.0,0.42857142857142855,0.26666666666666666
2015-06-29,4001,0,0,2015,6,27,29,0,2,0,0.0,0.0,0.0,0.14285714285714285,0.26666666666666666
2015-06-30,4001,0,0,2015,6,27,30,1,2,0,0.0,1.0,0.0,0.14285714285714285,0.26666666666666666
2015-07-01,4001,0,0,2015,7,27,1,2,3,0,0.0,0.0,0.0,0.0,0.26666666666666666
2015-07-02,4001,0,0,2015,7,27,2,3,3,0,0.0,0.0,0.0,0.0,0.26666666666666666
2015-07-03,4001,2,9490,2015,7,27,3,4,3,0,0.0,0.0,0.0,0.0,0.26666666666666666
2015-07-04,4001,0,0,2015,7,27,4,5,3,1,2.0,0.0,1.0,0.2857142857142857,0.3333333333333333
2015-07-05,4001,0,0,2015,7,27,5,6,3,1,0.0,0.0,0.0,0.2857142857142857,0.3
2015-07-06,4001,0,0,2015,7,28,6,0,3,0,0.0,0.0,4.0,0.2857142857142857,0.3
2015-07-07,4001,0,0,2015,7,28,7,1,3,0,0.0,0.0,0.0,0.2857142857142857,0.16666666666666666
2015-07-08,4001,0,0,2015,7,28,8,2,3,0,0.0,0.0,0.0,0.2857142857142857,0.16666666666666666
2015-07-09,4001,0,0,2015,7,28,9,3,3,0,0.0,0.0,0.0,0.2857142857142857,0.16666666666666666
2015-07-10,4001,0,0,2015,7,28,10,4,3,0,0.0,2.0,0.0,0.2857142857142857,0.16666666666666666
2015-07-11,4001,0,0,2015,7,28,11,5,3,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-07-12,4001,0,0,2015,7,28,12,6,3,1,0.0,0.0,0.0,0.0,0.16666666666666666
2015-07-13,4001,0,0,2015,7,29,13,0,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-07-14,4001,0,0,2015,7,29,14,1,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-07-15,4001,2,9490,2015,7,29,15,2,3,0,0.0,0.0,0.0,0.0,0.16666666666666666
2015-07-16,4001,0,0,2015,7,29,16,3,3,0,2.0,0.0,0.0,0.2857142857142857,0.23333333333333334
2015-07-17,4001,0,0,2015,7,29,17,4,3,0,0.0,0.0,0.0,0.2857142857142857,0.23333333333333334
